count,date,title,description,org_link,link
717,2024-08-15 04:52:00,"KAIST, 딥러닝으로 식물 천연물 생합성 경로 예측…의약품 대량 생산 기대","이번 연구는 2022년 KAIST <b>인공지능</b>연구원에서 열린 멜팅 팟(Melting pot) 세미나에서 시작된 융합 연구의 결실이다. 김 교수는 &quot;이 연구는 생화학자와 전산학자가 협력해 이룬 성과로, KAIST가 추구하는 융합의 좋은 예... ",https://www.ccdailynews.com/news/articleView.html?idxno=2291309,https://www.ccdailynews.com/news/articleView.html?idxno=2291309
718,2024-08-15 04:50:00,미국 법무부 &quot;구글 강제 해체&quot; 블룸버그 긴급뉴스 … 뉴욕증시 비트코인 테슬...,빙·덕덕고 등 경쟁업체들과 더 많은 데이터를 공유하도록 강제하는 방안이나 구글이 <b>인공지능</b>(AI) 제품에서 부당한 이득을 얻지 못하도록 하는 방안 등도 있다. 미국 법무부 측은 구글이 검색시장 우위를 이용해 AI... ,http://www.g-enews.com/ko-kr/news/article/news_all/2024081504442628244a01bf698f_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024081504442628244a01bf698f_1/article.html
719,2024-08-15 04:40:00,"&quot;애플, 1000달러 가정용 탁상 로봇기기 개발 추진&quot;","블룸버그는 애플이 로봇제품 개발로 전환한 것은 <b>인공지능</b>(AI) 기술인 ‘애플 인텔리전스’를 보다 넓게 활용하기 위한 일환이라고 분석했다. 애플 인텔리전스는 기존 음성 비서 ‘시리’를 개선하고 기사, 메시지... ",http://www.edaily.co.kr/news/newspath.asp?newsid=01148006638987648,https://n.news.naver.com/mnews/article/018/0005811634?sid=101
720,2024-08-15 04:30:00,[속보] 뉴욕증시 돌연 하락 반전 CPI물가 3% 붕괴 역풍? …&quot;경기침체 R의 공포...,최근 한달간 고전한 <b>인공지능</b>(AI) 거물 엔비디아 주가는 금주 들어 3거래일 연속 오르면서 고공행진하고 있다.애플도 6거래일 연속 상승세를 이어가고 있다. 뉴욕증시 대형 기술주 그룹 '매그니피센트7' 가운데... ,http://www.g-enews.com/ko-kr/news/article/news_all/2024081504244027934a01bf698f_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024081504244027934a01bf698f_1/article.html
721,2024-08-15 04:22:00,"[속보]미국 뉴욕증시, CPI 둔화에도 차익매물에 나스닥-반도체 하락 다우는 상...","최근 한달간 고전한 <b>인공지능</b>(AI) 거물 엔비디아 주가는 금주 들어 3거래일 연속 오르면서 고공행진하고 있다. 엔비디아 주가는 전일 대비 1% 미만 오른 116달러선에 거래를 시작했다. 지난 이틀간 4.08%, 6.53... ",https://www.socialvalue.kr/news/view/1065553493821462,https://www.socialvalue.kr/news/view/1065553493821462
722,2024-08-15 03:05:00,[김주용 목사의 스티그마] 만나가 그친 시대,엔비디아는 코로나19 팬데믹 이후 혁명적 <b>인공지능</b>(AI) 시대를 맞이하면서 세계에서 가장 비싸고 가치 있는 회사가 됐다. 그러나 그렇게 대세가 된 엔비디아를 두고 한 CEO는 그 회사 전성기가 2~3년밖에 되지 않을 것으로... ,https://www.kmib.co.kr/article/view.asp?arcid=1723614062&code=23111413&cp=nv,https://n.news.naver.com/mnews/article/005/0001718102?sid=110
723,2024-08-15 02:53:00,“헤이 구글” 선수 친 제미나이… 애플 시리보다 앞설까,"구글이 친구처럼 자연스러운 대화가 가능한 음성 <b>인공지능</b>(AI) 비서 기능을 스마트폰에 탑재했다. 예정보다 두 달이나 이른 시점에 신제품을 공개한 것으로, 아이폰16 공개를 앞둔 애플을 견제한 행보로 읽힌다. 구글은... ",https://www.kmib.co.kr/article/view.asp?arcid=1723625881&code=11151400&cp=nv,https://n.news.naver.com/mnews/article/005/0001718095?sid=101
724,2024-08-15 02:38:00,美 물가 잡히나… 다시 커지는 ‘9월 금리 빅컷설’,"<b>인공지능</b>(AI) 칩 선두 엔비디아가 6.53% 오르는 등 ‘매그니피센트7(M7)’ 종목 모두 오르며 나스닥 지수는 전 거래일보다 2.43% 올랐다. 안소은 KB증권 연구원은 “지금은 경기 둔화 우려도 있지만, 금리 인하 기대감도... ",https://www.kmib.co.kr/article/view.asp?arcid=1723625480&code=11151100&cp=nv,https://n.news.naver.com/mnews/article/005/0001718092?sid=101
725,2024-08-15 02:28:00,"이통시장 포화...이통 3사, 질적성장 전략에 초점",본업인 유무선 실적이 버팀목이 돼야 <b>인공지능</b>(AI)·기업고객(B2B) 서비스 등 신사업을 안정적으로 꾸려갈 수 있다는 판단이다. 15일 이통 3사의 올 2분기 합산 영업이익은 1조2855억원으로 작년 동기대비 3.1% 감소했다.... ,https://www.etnews.com/20240814000229,https://n.news.naver.com/mnews/article/030/0003231813?sid=105
726,2024-08-15 02:08:00,"제약바이오협회 K-MELLODDY 사업단, 착수보고회 개최",최근 사업단은 공모와 평가를 거쳐 ▲연합학습 온라인 체제기반(플랫폼) 구축 ▲신약개발 데이터 활용 및 품질관리 ▲<b>인공지능</b> 해결책 개발 3개 분야 26개 세부과제와 과제별 주관연구기관을 선정했다. 20일 열리는... ,https://www.medigatenews.com/news/4022423109,https://www.medigatenews.com/news/4022423109
727,2024-08-15 01:43:00,"[단신]SKT, 자체 AI로 광복 전후 영상-음원 복원","■ SKT, 자체 AI로 광복 전후 영상-음원 복원 SK텔레콤이 자체 <b>인공지능</b>(AI) 기술을 이용해 1945년 광복 전후의 영상과 음원을 선명하게 복원하는 디지털 프로젝트 ‘815 리마스터링’을 진행했다고 14일 밝혔다. 이번에... ",https://www.donga.com/news/Economy/article/all/20240814/126532891/2,https://n.news.naver.com/mnews/article/020/0003581989?sid=101
728,2024-08-15 01:42:00,"美 규제에도… “中화웨이, 엔비디아급 AI칩 개발”",화웨이가 엔비디아의 <b>인공지능</b>(AI) 반도체를 대체할 수 있는 첨단 반도체를 곧 공개한다는 보도가 나왔다. 미국의 강도 높은 규제에도 양산에 성공한다면 중국의 생성형 AI 개발 생태계의 마지막 퍼즐을 맞추는... ,https://www.donga.com/news/Economy/article/all/20240814/126532908/2,https://n.news.naver.com/mnews/article/020/0003581984?sid=101
729,2024-08-15 01:42:00,하이닉스 전망치 ‘안정적’ 상향… 무디스 “수익-현금흐름 대폭 개선”,무디스는 SK하이닉스가 메모리 가격 상승과 <b>인공지능</b>(AI) 부문 경쟁력에 힘입어 최근 수익과 현금 흐름이 크게 개선됐다고 평가했다. 고대역폭메모리(HBM) 및 서버용 DDR5 등 D램과 기업용 낸드인 eSSD 기술력이... ,https://www.donga.com/news/Economy/article/all/20240814/126532923/2,https://n.news.naver.com/mnews/article/020/0003581980?sid=101
730,2024-08-15 01:42:00,"“美법무부, ‘검색독점 판결’ 구글 강제분할 검토”","또 블룸버그는 “기업 분할보다 완화된 옵션으로는 구글이 경쟁사와 더 많은 데이터를 공유하도록 강요하고, <b>인공지능</b>(AI) 제품에서 불공정한 이점을 얻지 못하도록 하는 조치가 있다”고 밝혔다. 뉴욕타임스(NYT)는... ",https://www.donga.com/news/Inter/article/all/20240815/126533563/2,https://n.news.naver.com/mnews/article/020/0003581964?sid=104
731,2024-08-15 01:42:00,구글 ‘음성 AI비서’ 스마트폰 탑재… 삼성-애플과 3파전,구글이 스마트폰에 탑재할 수 있는 차세대 음성 <b>인공지능</b>(AI) 비서를 공개했다. 애플이 오픈AI와 손잡고 음성비서 ‘시리’의 AI 업그레이드 버전 출시를 예고한 가운데 한발 앞서 시장에 내놓은 것이다. 삼성은 이보다... ,https://www.donga.com/news/Economy/article/all/20240814/126532910/2,https://n.news.naver.com/mnews/article/020/0003581983?sid=101
732,2024-08-15 01:41:00,검색독점 역풍 맞은 구글… “크롬-안드로이드 처분 가능성”,그간 구글의 경쟁사인 MS 등은 구글의 검색 우위가 <b>인공지능</b>(AI) 기술 개발에 유리하다고 불만을 제기했다. 블룸버그는 법원이 구글의 데이터를 경쟁사에 양도하거나 라이선스를 부여해 공유하도록 할 수 있다고... ,https://www.donga.com/news/Inter/article/all/20240815/126533737/2,https://n.news.naver.com/mnews/article/020/0003581961?sid=104
733,2024-08-15 01:10:00,"위성 개발도, 신약 연구도…“中企 R&amp;D, 외국인 없인 안 돌아가요”","바이오, <b>인공지능</b>(AI) 등 분야에서 첨단기술을 바탕으로 한 스타트업 창업도 늘어나고 있는 데다가 중소기업도 경쟁력 강화를 위해 고부가가치를 창출하는 신제품을 개발하고 있기 때문이다. 그러다 보니 극심한 R&amp;D... ",https://www.chosun.com/economy/smb-venture/2024/08/14/PXACFJVAHVDTRAFCUFOSAJXW6E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852642?sid=101
734,2024-08-15 01:06:00,"“美정부, ‘반독점 패소’ 구글 해체 가능성 검토”","분할 매각 외 다른 옵션으로는 구글이 빙, 덕덕고 등 경쟁사들과 더 많은 데이터를 공유하도록 강제하는 방안이나 구글이 <b>인공지능</b>(AI) 제품에서 부당한 우위를 점하지 못하도록 방지하는 조치 등이 있을 수 있다고 이... ",https://www.kmib.co.kr/article/view.asp?arcid=1723625037&code=11141400&cp=nv,https://n.news.naver.com/mnews/article/005/0001718072?sid=104
735,2024-08-15 00:58:00,"SKT, AI로 '1945년 광복 직후 서울 거리' 영상 복원했다",©AP신문(AP뉴스)/ 이미지 제공 = SK텔레콤 ▲SKT의 AI 미디어 복원 솔루션 '슈퍼노바'를 이용해 품질을 개선한 광복 당시 영상(왼쪽)과 원본 영상 SK텔레콤(대표이사 CEO 유영상)은 자체 <b>인공지능</b>(AI) 기술을 이용해 1945년... ,https://www.apnews.kr/news/articleView.html?idxno=3023256,https://www.apnews.kr/news/articleView.html?idxno=3023256
736,2024-08-15 00:54:00,"미국 뉴욕증시, CPI 2%대 진입에 다우-S&amp;P-나스닥-반도체 지수 일제히 상승","최근 한달간 고전한 <b>인공지능</b>(AI) 거물 엔비디아 주가는 금주 들어 3거래일 연속 오르면서 고공행진하고 있다. 엔비디아 주가는 전일 대비 1% 미만 오른 116달러선에 거래를 시작했다. 지난 이틀간 4.08%, 6.53% 오른... ",https://www.socialvalue.kr/news/view/1065540693215352,https://www.socialvalue.kr/news/view/1065540693215352
737,2024-08-15 00:52:00,"인하대, 4단계 두뇌한국(BK)21 혁신인재양성사업서 &quot;혁혁한 성과 거둬&quot;",인하대는 △미래자동차(전기컴퓨터공학과) △<b>인공지능</b>(전기컴퓨터공학과) △바이오헬스·혁신신약(바이오시스템융합학과) △맞춤형 헬스케어(바이오메디컬 사이언스·엔지니어링 전공) △에너지신산업·신재생에너지... ,https://www.cstimes.com/news/articleView.html?idxno=606240,https://www.cstimes.com/news/articleView.html?idxno=606240
738,2024-08-15 00:52:00,AI로 되살린 독립운동의 빛,'제79주년 광복절'을 맞아 <b>인공지능</b>(AI) 기술을 적용한 이미지와 동영상들이 화제가 되고 있다.지난 14일 유튜브 채널 '하일광'이 게시한 '멈춰 있는 사진 속 독립운동가에게 AI로 광복을 전해드렸더니 이런 영상이?'라는... ,https://www.yeongnam.com/web/view.php?key=20240815010001838,https://www.yeongnam.com/web/view.php?key=20240815010001838
739,2024-08-15 00:50:00,"인천대 무한상상연구소, 인천시교육청 '여름방학 집중 프로그램' 성료",학생들이 할로코드로 <b>인공지능</b> 프로그램을 만들고 있다.(사진제공=인천대학교) 컨슈머타임스=안우진 기자 | 인천대학교 무한상상연구소(이하 '연구소')는 7월 29일부터 8월 13일까지 인천대학교 제물포캠퍼스에서 진행한... ,https://www.cstimes.com/news/articleView.html?idxno=606260,https://www.cstimes.com/news/articleView.html?idxno=606260
740,2024-08-15 00:43:00,“나를 키워준 실내악단을 위해”… 서울에 모인 세계 명문 악단 악장들,24일 미 MIT 미디어 랩 교수인 작곡가 토드 마코버(71)가 생성형 <b>인공지능</b>(AI)을 활용해서 작곡한 ‘플로우 심포니’를 세계 초연하는 등 진취적인 프로그램들을 선보인다. 강 교수의 부인인 강경원 세종 솔로이스츠... ,https://www.chosun.com/culture-life/culture_general/2024/08/15/4FEYXYYNN5CGRD7M4V3NCWYVZY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852631?sid=103
741,2024-08-15 00:42:00,가장 역겹고 치명적인 괴수의 귀환,"인간과 생명, <b>인공지능</b>(AI)에 대해 철학적인 질문을 던졌던 전작들과는 결이 다르다. 공포와 액션에 무게를 두고 대중적으로 만들어졌다. 복잡한 설명 필요 없이 생존이 유일한 목표기 때문에, 에이리언 시리즈를 처음... ",https://www.chosun.com/culture-life/culture_general/2024/08/15/O52FIBO3FNFQXEZZVNDDGPZXGI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852630?sid=103
742,2024-08-15 00:36:00,"‘마케팅·재무통 CEO’ 16년… 인텔, 돈 좇다 핵심칩 놓쳤다","영국 주간지 이코노미스트는 “인텔은 모바일 반도체 수요를 놓친 데다, 이제는 AI(<b>인공지능</b>) 반도체 칩 시장에서도 자리를 잡지 못해 심각한 문제를 안고 있다”고 했다. 테크 업계에서는 이 같은 위기가 마케팅과... ",https://www.chosun.com/economy/tech_it/2024/08/15/WCCQMZ7JPREC7IMF4TYE2QGWPE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852626?sid=105
743,2024-08-15 00:33:00,"박성택 신임 산업차관, 첫 현장행보로 AI반도체업계 만나",박성택 산업통상자원부 제1차관이 취임 후 첫 현장행보로 <b>인공지능</b>(AI)반도체업계를 만나 관련 산업 정책지원 방안을 논의했다. 박성택 산업통상자원부 제1차관(오른쪽)이 14일 팹리스(반도체 설계전문 기업) 퓨리오사AI... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01105366638987648,https://n.news.naver.com/mnews/article/018/0005811632?sid=101
744,2024-08-15 00:30:00,"[이광형의 퍼스펙티브] AI 기술로 육아 부담 덜어주고, 획일적 입시 바꿔야",여기에 <b>인공지능</b>(AI)의 역할이 있다고 생각한다. AI 침대를 개발하면 좋을 것이다. 아기가 엄마 품처럼 느끼도록 적당하게 움직여 주며 자장가도 들려준다. 아기가 젖병을 물고 혼자 먹을 수 있도록 도와주는 AI 의자도... ,https://www.joongang.co.kr/article/25270763,https://n.news.naver.com/mnews/article/025/0003379967?sid=110
745,2024-08-15 00:24:00,[다산칼럼] AI시대의 성장과 분배 계산서,"<b>인공지능</b>(AI)에 대한 관심이 학계, 정부, 기업, 금융시장, 언론을 망라해 하루가 다르게 높아지고 있다. 아직 초기 단계지만 기술 발전 속도가 매우 빠르다는 점에서 다가올 AI 시대의 성장과 분배 계산서를 불완전하나마... ",https://www.hankyung.com/article/2024081440901,https://n.news.naver.com/mnews/article/015/0005021949?sid=110
746,2024-08-15 00:13:00,"뉴욕증시, 2%대 진입한 CPI에도 아쉬움 남아…혼조 출발","최근 한달간 고전한 <b>인공지능</b>(AI) 거물 엔비디아 주가는 금주 들어 3거래일 연속 오르면서 고공행진하고 있다. 엔비디아 주가는 전일 대비 1% 미만 오른 116달러선에 거래를 시작했다. 지난 이틀간 4.08%, 6.53% 오른... ",https://www.yna.co.kr/view/AKR20240815000500009?input=1195m,https://n.news.naver.com/mnews/article/001/0014876020?sid=101
747,2024-08-15 00:10:00,[사진] 구글 AI폰 ‘픽셀9’ 공개,구글은 13일(현지시간) ‘메이드 바이 구글 2024’를 열고 스마트폰 신제품 픽셀 9시리즈와 음성 <b>인공지능</b>(AI) 비서 ‘제미나이 라이브’를 공개했다. 아래사진은 ‘픽셀 9 프로 폴드’. [AFP·로이터=연합뉴스],https://www.joongang.co.kr/article/25270748,https://n.news.naver.com/mnews/article/025/0003379951?sid=104
748,2024-08-15 00:02:00,비트코인 반등에 주목해야 할 암호화폐 주식 3가지,엔비디아는 수년에 걸쳐 PC 그래픽에서 현재 고성능 컴퓨팅과 게임 및 가상 현실 플랫폼을 지원하는 <b>인공 지능</b> 기반 솔루션으로 발전해 왔다. 토크마켓은 엔비디아의 올해 예상 수익 성장률이 100%를 넘을 것으로 봤다.... ,http://www.theguru.co.kr/news/article.html?no=75900,http://www.theguru.co.kr/news/article.html?no=75900
749,2024-08-15 00:01:00,[Biz &amp; Now] 폭스콘 2분기 순익 6% 늘어 “AI 열풍 덕”,대만 폭스콘이 <b>인공지능</b>(AI) 열풍에 힘입어 지난 2분기에 예상치를 뛰어넘는 순이익을 거둔 것으로 나타났다. 폭스콘은 14일 2분기(4∼6월) 순익이 작년 같은 기간보다 6% 증가한 350억500만 대만달러(약 1조5000억원)... ,https://www.joongang.co.kr/article/25270721,https://n.news.naver.com/mnews/article/025/0003379928?sid=101
750,2024-08-15 00:01:00,"“미 법무부, 구글 분할 가능성 검토…크롬 등 매각 유력”","소식통들은 구글이 마이크로소프트(MS)의 빙, 덕덕고(DuckDuckGo) 등 경쟁업체와 데이터를 공유하도록 강제하거나, 검색 시장을 독점해 얻은 데이터를 활용해 <b>인공지능</b>(AI) 개발에서 부당한 이득을 얻지 못하게 하는 방안도... ",https://www.joongang.co.kr/article/25270736,https://n.news.naver.com/mnews/article/025/0003379940?sid=104
751,2024-08-15 00:00:00,[알림] 뉴스1 콘텐츠 저작권 고지,"뉴스1 콘텐츠를 <b>인공지능</b>(AI) 학습용 데이터로 사용하는 것을 포함하여, 사전허가없이 무단 복사, 배포, 전재, 판매하면 민·형사상의 책임이 따를 수 있습니다. 뉴스1 콘텐츠 사용에 대해서는 전화(02-737-7023)... ",https://www.news1.kr/society/general-society/5511524,https://n.news.naver.com/mnews/article/421/0007731423?sid=102
752,2024-08-15 00:00:00,"전북은행장학문화재단, 도내 인재 양성 위해 'JB청년캠프' 실시","캠프 세부 내용으로는 ▲취업 트렌드 및 기업 인재 조건 ▲청년 금융관리 ▲<b>인공지능</b> AI, SNS 활용법 ▲취업을 위한 나의 브랜딩 ▲취업 선배와의 토크콘서트 등 청년들의 역량 증진을 위한 체계적인 참여형 워크숍으로... ",http://www.jeollailbo.com/news/articleView.html?idxno=741602,http://www.jeollailbo.com/news/articleView.html?idxno=741602
753,2024-08-14 23:50:00,"솔루엠, 2Q 영업익 '반토막'…하반기 반등 기대",우선 올해 초 전시회를 통해 공개했던 비전 <b>인공지능</b>(AI) 기술을 결합한 ESL 솔루션으로 비딩에 참여한다. 국내·외 브랜드 입찰을 앞두고 있어 수주 성공 시 ESL 사업의 새 가능성을 점칠 수 있다는 게 솔루엠의... ,https://it.chosun.com/news/articleView.html?idxno=2023092121592,https://it.chosun.com/news/articleView.html?idxno=2023092121592
754,2024-08-14 23:44:00,"미국 쓰리엠, 베트남에서 과학기술센터 오픈···동남아 사업 확장","응옥 차관은 또한 베트남이 첨단기술, 반도체, <b>인공지능</b>, 연구개발, 재생에너지, 수소, 통합 인프라 건설 등을 대상으로 선별적인 투자 유치를 장려하고 우선시한다고 강조했다. 더불어, 국내외 기업이 창조혁신을 이룰... ",https://www.ajunews.com/view/20240814164921509,https://www.ajunews.com/view/20240814164921509
755,2024-08-14 23:42:00,"원티드랩 2024년 2분기 매출 100억원, 영업익 4억원","원티드랩은 그동안 AI 매칭 등 <b>인공지능</b>(AI) 기반으로 HR 시장을 혁신해 온 기술력과 노하우를 살려 일본 시장을 공략 중이다. 현지 채용 기업과 파트너십을 체결, AI 기술을 기반으로 일본 현지 채용 서비스... ",http://www.itdaily.kr/news/articleView.html?idxno=226118,http://www.itdaily.kr/news/articleView.html?idxno=226118
756,2024-08-14 23:40:00,흉부 압박 중단 없이 심전도 분석 AI 모델 개발…”환자 생존율 향상 기대”,"국내 연구팀이 심폐소생술 과정에서 흉부 압박을 지속하면서 심전도를 분석할 수 있는 <b>인공지능</b> 모델을 개발했다. 고려대학교 안산병원 응급의학과 이수교 교수 연구팀(응급의학과 이수교 교수, 중점연구사업단... ",https://medicalworldnews.co.kr/news/view.php?idx=1510962737,https://medicalworldnews.co.kr/news/view.php?idx=1510962737
757,2024-08-14 23:37:00,"'오프사이드 판정 논란' 줄어든다...PL, 2024-25시즌 '2022 WC'과 유사한 'SA...",영국 '미러'는 14일(이하 한국시각) &quot;프리미어리그는 2022 국제축구연맹(FIFA) 카타르 월드컵에서 사용된 시스템과 유사한 <b>인공지능</b>(AI) 기반 반자동 오프사이드 기술을 도입할 예정이다&quot;라고 밝혔다. 프리미어리그는 지난... ,https://mydaily.co.kr/page/view/2024081417592944454,https://m.sports.naver.com/wfootball/article/117/0003861598
758,2024-08-14 23:34:00,"[오철호의플랫폼정부] 공감 정부, 이젠 감성의 힘에 주목하자",<b>인공지능</b>(AI)이 고도화할수록 이성적 행위와 논리적 사고는 더욱 AI에 의존하게 되지만 역으로 감성의 가치도 급격히 높아짐에 주목해야 한다. 우리가 알고 있는 좋은 정부란 이성에 기반을 두어 효율적이고 합리적이며 감정... ,http://www.segye.com/newsView/20240814516536?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003960197?sid=110
759,2024-08-14 23:29:00,유료 AI 상품 속속 등장…AI도 구독시대 열리나?,"앞서 보신 것처럼, 다양한 <b>인공지능</b> 서비스들이 경쟁을 펼치는 가운데, 유료 AI 상품도 속속 등장하고 있습니다. AI 서비스에도 '구독경제' 시대가 열리는걸까요? 김유대 기자가 보도합니다. [리포트] 구글이 공식... ",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8035758&ref=A,https://n.news.naver.com/mnews/article/056/0011781246?sid=105
760,2024-08-14 23:25:00,물으면 척척 ‘내손 안의 AI 비서’…뜨거워진 경쟁,사람의 말을 알아듣고 척척 대답을 해주는 새로운 스마트폰 <b>인공지능</b> 서비스를 구글이 공개했습니다. 애플의 음성비서 시리와 오픈AI의 GPT도 새로운 제품 출시를 준비 중이어서 AI 비서 시장의 경쟁은 갈수록 뜨거워지고... ,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8035756&ref=A,https://n.news.naver.com/mnews/article/056/0011781238?sid=104
761,2024-08-14 23:17:00,"헤일리, 트럼프 헛발질에 &quot;유세 인파 대신 정책에 초점 맞춰야&quot;",앞서 트럼프 전 대통령은 지난 11일 해리스 부통령의 유세 인파가 <b>인공지능</b>(AI)를 사용해 조작됐다고 주장했다가 사실이 아닌 것으로 드러나 망신을 산 바 있다. 그는 또 아시아계이자 흑인인 해리스 부통령의 인종적... ,https://www.yna.co.kr/view/AKR20240814173100071?input=1195m,https://n.news.naver.com/mnews/article/001/0014876006?sid=104
762,2024-08-14 23:00:00,10초만에 인테리어 '뚝닥' 시공사 매칭까지…'핀테리어' 기능 확장,AI(<b>인공지능</b>) 기반 3D 센싱 솔루션 기업 딥인사이트가 공간 데이터 구축·인테리어 중개 플랫폼 '핀테리어(Pinterior)'에 인테리어 디자인 시안 생성 서비스 '10초 디자인 AI'를 공개했다고 14일 밝혔다. 이 서비스는 사용자가... ,http://news.mt.co.kr/mtview.php?no=2024081417242679813,https://n.news.naver.com/mnews/article/008/0005077357?sid=101
763,2024-08-14 22:44:00,"고양특례시, 전국 최초 <b>인공지능</b> 통합관제시스템(AMS) 구축",고양특례시(시장 이동환)는 <b>인공지능</b>(이하 AI)을 기반의 차세대 통합관제시스템(이하 AMS)을 국내 최초로 구축해 운영하고 있다고 14일 밝혔다. AMS는 사람을 대신해 AI가 24시간 실시간으로 9천여개의 CCTV 영상을... ,https://ilyo.co.kr/?ac=article_view&entry_id=477287,https://ilyo.co.kr/?ac=article_view&entry_id=477287
764,2024-08-14 22:40:00,"폭스콘, 'AI 열풍' 덕에…2Q 사상 최대 매출 기록",폭스콘이 <b>인공지능</b>(AI) 서버에 대한 견고한 수요로 매출이 사상 최대치를 기록했다. 이는 사업 분야를 다각화하기 위한 폭스콘의 노력이 반영된 결과라는 분석이다. 블룸버그 등 미 외신에 따르면 14일 폭스콘이... ,http://www.g-enews.com/ko-kr/news/article/news_all/202408142212319087ea588b1547_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202408142212319087ea588b1547_1/article.html
765,2024-08-14 22:38:00,강민국 &quot;네이버 알고리즘 관리·감독 필요&quot;,"이날 세미나 토론회 발제를 맡은 양창규 서울벤처대학원대학교 교수는 &quot;현대 사회에서 <b>인공지능</b>은 다 내부의 알고리즘을 통해서 결론을 도출하는데, 뉴스가 편성되는 알고리즘에 대해서는 왜 네이버라는 뉴스 플랫폼이... ",http://www.gnnews.co.kr/news/articleView.html?idxno=560090,http://www.gnnews.co.kr/news/articleView.html?idxno=560090
766,2024-08-14 22:38:00,"국립공주대 사범대학, '교원양성과정 개선대학 지원사업' 선정","교원양성과정 개선대학 지원사업은 <b>인공지능</b>(AI) 디지털교과서 도입 등 학교현장 변화에 대응하기 위한 교원양성대학(사범대학, 교육대학, 교육대학원)의 교육과정 혁신을 지원하고자 올해 처음으로 추진하는... ",https://www.newscj.com/news/articleView.html?idxno=3169645,https://www.newscj.com/news/articleView.html?idxno=3169645
767,2024-08-14 22:33:00,해방 다음날 서울 거리 모습은?...AI로 복원한 '광복의 감격',광복 79주년을 맞아 당시의 감격스러운 모습이 <b>인공지능</b> 기술로 복원됐습니다. 독립의 염원을 담아 불렀던 최초의 애국가 LP 음원도 한층 더 선명하게 들어보시죠. 황보혜경 기자입니다. [기자] 하늘에서 일본의 항복을... ,https://www.ytn.co.kr/_ln/0102_202408142233562838,https://n.news.naver.com/mnews/article/052/0002074328?sid=101
768,2024-08-14 22:27:00,"김동연, 임기 후반기 중점과제는 '휴머노믹스'","이는 6인 공동병실 간병비 2개월 분에 해당하는 금액이다(1일 2만원 × 60일) 민선8기 대표 복지정책인 '360도 돌봄' 사업 역시 가족돌봄수당 도입, 국공립 어린이집 400개 확충, <b>인공지능</b>(AI)을 활용한 노인돌봄정책인 AI... ",https://www.etnews.com/20240814000361,https://n.news.naver.com/mnews/article/030/0003231811?sid=102
769,2024-08-14 22:20:00,"<b>인공지능</b>은 만능 의사인가?... 혀 색깔로 당뇨병, 암, 뇌졸중 등 다양한 질병...",사진:남호주대 호주와 이라크의 공동 연구진이 개발한 새로운 <b>인공지능</b>(AI) 모델이 혀의 색을 분석해 질병을 98%의 정확도로 진단할 수 있는 기술을 선보였다. 이 AI 모델은 혀의 색상 변화를 통해 당뇨병... ,https://www.aitimes.kr/news/articleView.html?idxno=31962,https://www.aitimes.kr/news/articleView.html?idxno=31962
770,2024-08-14 22:17:00,"폭스콘, 2분기 순이익 전년비 6% 증가...예상치 상회","폭스콘은 <b>인공지능</b>(AI) 서버에 대한 수요가 급증한 덕분이라고 설명하며, 연간 수익이 크게 성장할 것이라는 전망을 유지했다. 폭스콘 대변인 제임스 우(James Wu)는 실적 발표에서 &quot;5월보다 우리의 사업 전망이 약간... ",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202408140258&t=NN,https://n.news.naver.com/mnews/article/215/0001175392?sid=101
771,2024-08-14 22:15:00,"영남대병원, AI 기반 CGM 서비스 '파스타' 도입",영남대병원은 내분비대사내과에서 오는 9월부터 카카오헬스케어의 <b>인공지능</b>(AI) 기술 기반 혈당 관리 서비스인 'pasta(이하 파스타)'를 활용한 연속혈당측정 서비스를 제공할 예정이라고 14일 밝혔다. 파스타 앱은 당뇨병... ,http://www.enewstoday.co.kr/news/articleView.html?idxno=2164468,http://www.enewstoday.co.kr/news/articleView.html?idxno=2164468
772,2024-08-14 22:08:00,"대구대, 2024년 교원양성과정 개선 대학 지원사업 선정","교원양성과정 개선 대학 지원사업은 고교학점제, <b>인공지능</b>(AI) 디지털교과서 도입 등 학교 현장의 변화에 대응해 수업 혁신을 이끄는 교사를 양성하기 위해 교육대학, 사범대학, 교육대학원 등 교원양성대학의... ",https://tk.newdaily.co.kr/site/data/html/2024/08/14/2024081400373.html,https://tk.newdaily.co.kr/site/data/html/2024/08/14/2024081400373.html
