c_temp_pv,k_rpm_pv,n_temp_pv,scale_pv,s_temp_pv
70.3,174,69.3,3.0399,68.6
70.2,174,69.5,3.04145,68.7
70.2,174,69.4,3.0457,68.9
70.1,174,69.5,3.0501,68.9
70.2,174,69.5,3.049,68.9
70.1,174,69.6,3.0487,69
70.2,174,69.6,3.0454,69.1
70.2,174,69.6,3.0444,69.2
70.2,174,69.7,3.0478,69.3
70.2,174,69.7,3.0446,69.4
70.2,174,69.8,3.0479,69.5
70.2,174,69.8,3.0505,69.6
70.2,174,69.9,3.0482,69.6
70.2,174,69.9,3.053,69.7
70.2,174,69.9,3.0493,69.8
70.3,174,69.9,3.0416,70
70.2,174,69.9,3.0394,70
70.2,174,70,3.0517,70.1
70.1,174,70,3.0567,70.2
70.1,174,70,3.0563,70.4
70.2,174,70,3.0483,70.4
70.2,174,70,3.0197,70.6
70.2,174,70.1,3.0268,70.6
70.2,174,70.1,3.0297,70.8
70.2,174,70.1,3.0297,70.8
70.2,174,70.3,3.0345,71
70.3,174,70.2,3.0415,71.1
70.2,174,70.2,3.0497,71.1
70.2,174,70.2,3.0497,71.1
70.1,174,70.2,3.0482,71.1
70.1,174,70.2,3.0461,71
70.2,174,70.2,3.0351,70.9
70.2,174,70.3,3.0233,70.7
70.3,174,70.2,3.0038,70.6
70.2,174,70.3,3.0372,70.3
70.2,174,70.3,3.0413,70.1
70.2,174,70.3,3.0483,69.9
70.2,174,70.3,3.0474,69.7
70.2,174,70.2,3.0475,69.6
70.2,174,70.2,3.0462,69.5
70.2,174,70.2,3.05,69.3
70.2,174,70.2,3.05,69.3
70.2,174,70.1,3.0565,69.1
70.2,174,70.2,3.0475,68.9
70.2,174,70,3.0521,68.7
70.2,174,70,3.0526,68.6
70.2,174,69.9,3.0586,68.4
70.2,174,69.8,3.0524,68.4
70.2,174,69.7,3.0485,68.3
70.2,174,69.8,3.0562,68.2
70.2,174,69.7,3.0485,68.3
70.2,174,69.6,3.043171429,68.2
70.2,174,69.5,3.047221429,68.2
70.2,174,69.5,3.047221429,68.2
70.3,174,69.4,3.0411,68.3
70.2,174,69.4,3.0431,68.4
70.2,174,69.4,3.03935,68.5
70.2,174,69.4,3.03935,68.5
70.2,174,69.3,3.0388,68.6
70.1,174,69.3,3.0471,68.7
70.2,174,69.3,3.0421,68.9
70.2,174,69.4,3.0414,69
70.3,174,69.3,3.0375,69.1
70.2,174,69.2,3.032,69.2
70.2,174,69.3,3.0357,69.3
70.2,174,69.3,3.0338,69.4
70.2,174,69.3,3.0259,69.5
70.2,174,69.3,3.0246,69.6
70.1,174,69.3,3.0433,69.6
70.2,174,69.4,3.0322,69.9
70.2,174,69.4,3.0322,69.9
70.2,174,69.4,3.0322,69.9
70.2,174,69.5,3.038,70.2
70.2,174,69.6,3.0361,70.1
70.2,174,69.6,3.0373,70.3
70.2,174,69.6,3.0373,70.3
70.2,174,69.6,3.0298,70.4
70.2,174,69.7,3.0187,70.6
70.2,174,69.7,3.0187,70.6
70.2,174,69.8,3.0134,70.7
70.2,174,69.9,3.0221,70.9
70.2,174,69.9,3.0216,71
70.2,174,69.9,3.0216,71
70.3,174,69.9,3.0228,71.1
70.2,174,70,3.051,71.1
70.2,174,70,3.0385,71
70.2,174,70.1,3.04,71
70.2,174,70.2,3.0284,70.8
70.2,174,70.2,3.0252,70.6
70.1,174,70.2,3.0404,70.4
70.2,174,70.3,3.0413,70.1
70.2,174,70.2,3.0517,69.9
70.2,174,70.3,3.0456,69.8
70.2,174,70.3,3.0456,69.8
70.2,174,70.4,3.0376,69.5
70.2,174,70.4,3.0408,69.4
70.2,174,70.4,3.0479,69.2
70.3,174,70.5,3.0446,69.1
70.2,174,70.6,3.05377,68.9
70.2,174,70.6,3.05717,68.8
70.2,174,70.6,3.05737,68.6
70.2,174,70.6,3.05717,68.5
70.2,174,70.6,3.05717,68.5
70.1,174,70.6,3.05357,68.4
70.2,174,70.7,3.0691,68.3
70.3,174,70.7,3.0706,68.4
70.2,174,70.7,3.0691,68.3
70.1,174,70.8,3.0675,68.3
70.2,174,70.8,3.0703,68.3
70.2,174,70.7,3.0691,68.3
70.1,174,70.7,3.0663,68.3
70.1,174,70.6,3.05357,68.4
70.2,174,70.6,3.05717,68.5
70.2,174,70.6,3.05537,68.7
70.1,174,70.6,3.05377,68.7
70.2,174,70.5,3.0558,68.8
70.1,174,70.4,3.0516,68.8
70.1,174,70.3,3.0521,69
70.1,174,70.3,3.0547,69.1
70.2,174,70.2,3.0522,69.2
70.2,174,70.2,3.05,69.3
70.2,174,70.2,3.0462,69.5
70.2,174,70.1,3.0489,69.5
70.2,174,70,3.0461,69.6
70.2,174,70.1,3.0523,69.8
70.2,174,70,3.0494,69.8
70.1,174,70,3.0569,69.9
70.2,174,70,3.0506,70.2
70.1,174,69.9,3.0515,70.1
70.1,174,69.8,3.0532,70.2
70.2,174,69.8,3.0292,70.4
70.2,174,69.8,3.0292,70.4
70.2,174,69.8,3.0048,70.6
70.2,174,69.7,3.0187,70.6
70.4,174,69.8,3.0126,70.8
70.1,174,69.7,3.0592,70.9
70.2,174,69.8,3.0335,71
70.1,174,69.7,3.0559,71
70.2,174,69.6,3.054766667,71.1
70.2,174,69.8,3.0464,71.2
70.2,174,69.8,3.0464,71.2
70.2,174,69.7,3.054,71.2
70.2,174,69.8,3.0437,71.1
70.2,174,69.8,3.0342,70.9
70.1,174,69.7,3.0529,70.6
70.2,174,69.9,3.0277,70.5
70.2,174,69.8,3.0367,70.3
70.2,174,69.9,3.0381,70.1
70.1,174,69.9,3.0561,69.9
70.3,174,70,3.0533,69.7
70.2,174,70,3.0461,69.6
70.1,174,70,3.0605,69.4
70.2,174,70,3.053,69.3
70.2,174,70.1,3.0555,69.2
70.2,174,70.1,3.0444,69
70.1,174,70.1,3.0471,69
70.2,174,70.2,3.0539,68.7
70.1,174,70.1,3.0511,68.6
70.2,174,70.2,3.0539,68.7
70.1,174,70.1,3.0518,68.5
70.2,174,70.4,3.0538,68.5
70.2,174,70.2,3.0552,68.4
70.2,174,70.2,3.0552,68.4
70.2,174,70.2,3.0508,68.3
70.2,174,70.2,3.0553,68.5
70.1,174,70.2,3.0499,68.4
70.1,174,70.3,3.0498,68.4
70.1,174,70.3,3.052,68.5
70.1,174,70.3,3.054,68.6
70.1,174,70.4,3.0516,68.8
70.2,174,70.4,3.0563,68.8
70.2,174,70.4,3.0477,68.9
70.1,174,70.5,3.0499,69.1
70.2,174,70.4,3.0479,69.2
70.1,174,70.6,3.04897,69.3
70.2,174,70.4,3.0417,69.3
70.2,174,70.5,3.0398,69.5
70.1,174,70.4,3.0368,69.6
70.2,174,70.3,3.0456,69.8
70.2,174,70.3,3.0456,69.8
70.2,174,70.3,3.0441,70
70.2,174,70.2,3.0464,70.1
70.2,174,70.2,3.0429,70.3
70.2,174,70.1,3.0494,70.4
70.1,174,70,3.0563,70.4
70.2,174,70.1,3.0268,70.6
70.3,174,69.9,2.9637,70.6
70.1,174,69.9,3.0462,70.7
70.2,174,69.9,3.0083,70.8
70.2,174,69.9,3.0216,71
70.1,174,69.8,3.0486,71.1
70.1,174,69.8,3.0486,71.1
70.1,174,69.7,3.0526,71.1
70.1,174,69.7,3.0531,71.2
70.1,174,69.7,3.0526,71.1
70.2,174,69.7,3.0514,71.1
70.2,174,69.6,3.047816667,70.9
70.2,174,69.7,3.0293,70.8
70.2,174,69.7,3.0219,70.7
70.1,174,69.6,3.0478,70.4
70.2,174,69.6,3.0347,70.2
70.1,174,69.7,3.0476,70
70.2,174,69.6,3.0318,69.8
70.1,174,69.6,3.0511,69.7
70.1,174,69.6,3.0537,69.5
70.1,174,69.7,3.0538,69.5
70.2,174,69.7,3.0478,69.3
70.2,174,69.8,3.0606,69.2
70.2,174,69.8,3.0538,69
70.2,174,69.9,3.0546,69
70.2,174,69.9,3.0664,68.8
70.2,174,70,3.0521,68.7
70.3,174,70,3.049,68.6
70.1,174,70,3.0534,68.5
70.2,174,70.1,3.0561,68.4
70.2,174,70.1,3.0536,68.3
70.2,174,70.2,3.0508,68.3
70.3,174,70.3,3.0489,68.4
70.1,174,70.2,3.044,68.3
70.2,174,70.4,3.0538,68.5
70.1,174,70.4,3.0441,68.4
70.2,174,70.4,3.0538,68.5
70.2,174,70.5,3.0556,68.6
70.2,174,70.6,3.05717,68.8
70.2,174,70.6,3.05717,68.8
70.2,174,70.6,3.05377,68.9
70.2,174,70.6,3.05377,68.9
70.3,174,70.6,3.05575,69.1
70.2,174,70.7,3.0699,69.1
70.2,174,70.7,3.0695,69.2
70.2,174,70.7,3.065,69.3
70.1,174,70.7,3.0623,69.4
70.1,174,70.7,3.06,69.5
70.2,174,70.8,3.0649,69.6
70.1,174,70.8,3.0669,69.7
70.1,174,70.8,3.0685,69.9
70.2,174,70.9,3.0697,69.9
70.2,174,70.8,3.0709,70
70.2,174,70.9,3.0737,70.1
70.1,174,70.8,3.0727,70.1
70.1,174,70.9,3.0738,70.3
70.1,174,70.9,3.0739,70.4
70.2,174,70.9,3.0679,70.6
70.1,174,70.8,3.0693,70.6
70.2,174,70.8,3.0679,70.7
70.1,174,70.7,3.06964,70.8
70.1,174,70.7,3.06964,70.9
70.3,174,70.6,3.05755,71
70.2,174,70.6,3.0656,71.1
70.1,174,70.5,3.041965,71.1
70.2,174,70.4,3.0421,71.1
70.2,174,70.4,3.0421,71.1
70.2,174,70.3,3.0427,71.1
70.1,174,70.2,3.0442,70.9
70.2,174,70.2,3.0259,70.7
70.2,174,70.2,3.042,70.5
70.1,174,70,3.0561,70.3
70.2,174,70,3.0517,70.1
70.1,174,69.9,3.0551,69.8
70.2,174,69.9,3.053,69.7
70.3,174,69.8,3.0492,69.6
70.2,174,69.8,3.0555,69.3
70.2,174,69.7,3.0541,69.2
70.2,174,69.7,3.0566,69.1
70.1,174,69.7,3.0534,69
70.3,174,69.8,3.0642,68.9
70.2,174,69.6,3.0415,68.7
70.2,174,69.6,3.0384,68.6
70.2,174,69.6,3.0383,68.4
70.2,174,69.6,3.039,68.3
70.2,174,69.5,3.04455,68.3
70.2,174,69.6,3.039,68.3
70.2,174,69.5,3.04455,68.3
70.2,174,69.4,3.04235,68.3
70.2,174,69.3,3.04105,68.3
70.3,174,69.4,3.038871429,68.2
70.2,174,69.3,3.042071429,68.2
70.2,174,69.3,3.04105,68.3
70.2,174,69.3,3.04285,68.4
70.2,174,69.2,3.0405,68.4
70.2,174,69.3,3.0388,68.6
70.2,174,69.3,3.0388,68.6
70.2,174,69.3,3.03995,68.7
70.2,174,69.3,3.0421,68.9
70.2,174,69.2,3.0395,68.9
70.3,174,69.3,3.0366,69
70.3,174,69.3,3.0375,69.1
70.2,174,69.4,3.0394,69.2
70.2,174,69.3,3.0357,69.3
70.2,174,69.3,3.0338,69.4
70.2,174,69.4,3.0302,69.5
70.3,174,69.3,3.0227,69.6
70.2,174,69.4,3.0262,69.7
70.2,174,69.4,3.0274,69.8
70.2,174,69.5,3.036,70
70.2,174,69.5,3.036,70
70.2,174,69.5,3.0392,70.1
70.2,174,69.6,3.0347,70.2
70.2,174,69.6,3.0373,70.3
70.2,174,69.7,3.0301,70.4
70.2,174,69.7,3.0334,70.5
70.2,174,69.7,3.0219,70.7
70.2,174,69.8,3.0203,70.8
70.1,174,69.8,3.0567,70.8
70.1,174,69.9,3.0433,71
70.2,174,69.9,3.0216,71
70.2,174,69.9,3.0356,71.1
70.1,174,69.9,3.0414,71.2
70.2,174,70.1,3.0521,71.2
70.1,174,70.1,3.0546,71.1
70.2,174,70.1,3.0518,71.1
70.2,174,70.1,3.04,71
70.2,174,70.1,3.0297,70.8
70.2,174,70.1,3.0268,70.6
70.1,174,70.1,3.0521,70.5
70.1,174,70.3,3.0309,70.3
70.2,174,70.2,3.0495,70
70.2,174,70.3,3.0456,69.8
70.1,174,70.2,3.0459,69.6
70.1,174,70.2,3.0454,69.5
70.3,174,70.3,3.0453,69.4
70.3,174,70.3,3.0442,69.3
70.2,174,70.3,3.0552,69.1
70.1,174,70.4,3.0471,68.9
70.1,174,70.4,3.0471,68.9
70.1,174,70.3,3.054,68.6
70.2,174,70.4,3.0538,68.5
70.2,174,70.4,3.0529,68.4
70.2,174,70.4,3.0529,68.4
70.2,174,70.6,3.05627,68.3
70.2,174,70.4,3.0523,68.2
70.2,174,70.4,3.0523,68.2
70.2,174,70.3,3.0572,68.4
70.3,174,70.4,3.0473,68.2
70.2,174,70.3,3.0587,68.2
70.2,174,70.2,3.0508,68.3
70.2,174,70.1,3.0561,68.4
70.2,174,70.1,3.0561,68.4
70.2,174,70.1,3.0558,68.5
70.1,174,69.9,3.0566,68.6
70.1,174,69.8,3.0495,68.6
70.2,174,69.8,3.059,68.7
70.2,174,69.7,3.0516,68.8
70.2,174,69.7,3.053,68.9
70.1,174,69.6,3.0487,69
70.2,174,69.6,3.0454,69.1
70.2,174,69.6,3.0444,69.2
70.2,174,69.5,3.0476,69.3
70.1,174,69.4,3.0536,69.4
70.2,174,69.4,3.0302,69.5
70.2,174,69.3,3.0246,69.6
70.2,174,69.3,3.0216,69.7
70.1,174,69.2,3.0412,69.8
70.2,174,69.2,3.0271,69.9
70.2,174,69.3,3.0366,70.1
70.1,174,69.2,3.0407,70.2
70.1,174,69.1,3.0285,70.2
70.1,174,69.1,3.0196,70.4
70.2,174,69.1,3.0203,70.4
70.1,174,69,3.0239,70.5
70.2,174,69.1,3.0277,70.6
70.1,174,69,3.0293,70.6
70.2,174,69,3.0295,70.8
70.1,174,69,3.0386,70.9
70.2,174,69,3.0354,70.9
70.1,174,68.9,3.0448,71
70.1,174,68.9,3.0448,71
70.1,174,68.9,3.0412,70.9
70.1,174,68.9,3.0412,70.9
70.1,174,68.9,3.0359,70.7
70.1,174,68.9,3.0263,70.5
70.2,174,69.1,3.0231,70.3
70.1,174,69,3.0342,70.1
70.1,174,69.2,3.0383,70
70.1,174,69.2,3.0412,69.8
70.1,174,69.2,3.0406,69.6
70.1,174,69.2,3.051,69.4
70.1,174,69.4,3.0536,69.4
70.2,174,69.4,3.042,69.1
70.1,174,69.3,3.0484,69
70.1,174,69.4,3.0484,68.9
70.1,174,69.5,3.043,68.8
70.1,174,69.5,3.0374,68.6
70,174,69.6,3.0629,68.7
70.1,174,69.6,3.0347,68.5
70.2,174,69.7,3.0485,68.4
70.1,174,69.6,3.044871429,68.2
70.1,174,69.7,3.0512,68.2
70.1,174,69.8,3.059,68.1
70.1,174,69.8,3.0558,68.2
70.1,174,69.8,3.059,68.1
70.1,174,69.8,3.059,68.1
70.2,174,69.9,3.0619,68.2
70.1,174,69.9,3.0615,68.2
70.2,174,70.1,3.0561,68.4
70.1,174,70,3.0594,68.3
70.1,174,70,3.0534,68.5
70.2,174,70.1,3.055,68.6
70.1,174,70.1,3.0495,68.7
70.1,174,70,3.0497,68.7
70.1,174,70.1,3.0479,68.9
70.1,174,70.1,3.0479,68.9
70.1,174,70.1,3.0471,69
70.1,174,70.1,3.0595,69.1
70.1,174,70.2,3.0487,69.2
70.1,174,70.1,3.0571,69.2
70.1,174,70.2,3.0454,69.5
70.1,174,70.3,3.0421,69.6
70.1,174,70.3,3.0421,69.6
70.1,174,70.3,3.0432,69.7
70.1,174,70.3,3.0408,69.8
70.1,174,70.3,3.0421,69.9
70.1,174,70.3,3.0392,70
70.2,174,70.4,3.0373,70.1
70.2,174,70.4,3.0353,70.2
70.1,174,70.4,3.0233,70.3
70,174,70.4,3.038,70.4
70.1,174,70.4,3.023675,70.5
70.1,174,70.3,3.0317,70.6
70.1,174,70.4,3.0308,70.7
70.1,174,70.3,3.03574,70.8
70.1,174,70.2,3.0411,70.8
70.2,174,70.2,3.0351,70.9
70.1,174,70.1,3.051,70.9
70.2,174,70.1,3.04,71
70.2,174,70,3.0385,71
70.2,174,70,3.0366,70.9
70.1,174,70,3.055,70.8
70.1,174,69.9,3.0462,70.7
70.1,174,69.8,3.0497,70.4
70,174,69.8,3.0643,70.2
70.1,174,69.7,3.0496,70.1
70.1,174,69.7,3.0496,70.1
70.1,174,69.6,3.0511,69.7
70.1,174,69.6,3.0511,69.7
70.1,174,69.6,3.0601,69.4
70.1,174,69.5,3.0576,69.3
70.1,174,69.6,3.0574,69.3
70.1,174,69.5,3.0528,69.1
70.2,174,69.4,3.042,69.1
70.1,174,69.4,3.0427,68.8
70.1,174,69.5,3.043,68.8
70.1,174,69.4,3.0428,68.7
70.1,174,69.4,3.0395,68.6
70.2,174,69.3,3.0392,68.5
70.2,174,69.3,3.0392,68.5
70.1,174,69.3,3.0453,68.6
70.1,174,69.4,3.0442,68.3
70.1,174,69.3,3.05025,68.4
70.1,174,69.3,3.05025,68.4
70.1,174,69.3,3.0453,68.6
70.1,174,69.3,3.0465,68.5
70.2,174,69.4,3.0394,68.6
70.1,174,69.3,3.0463,68.8
70.1,174,69.4,3.0484,68.9
70.1,174,69.4,3.0484,68.9
70.1,174,69.3,3.0487,68.9
70.1,174,69.4,3.0496,69.1
70.1,174,69.4,3.0491,69.2
70.1,174,69.4,3.0536,69.4
70.1,174,69.5,3.0524,69.6
70.2,174,69.6,3.0314,69.7
70,174,69.6,3.0634,69.8
70.1,174,69.6,3.0506,69.8
70.1,174,69.7,3.05,69.9
70.1,174,69.7,3.0496,70.1
70.1,174,69.8,3.0532,70.2
70.1,174,69.8,3.0529,70.3
70.2,174,69.9,3.0309,70.4
70.3,174,70,3.0383,70.5
70.1,174,70,3.0502,70.6
70.1,174,70,3.0549,70.7
70.1,174,70.1,3.0494,70.7
70.2,174,70.2,3.0351,70.9
70.1,174,70.2,3.0442,70.9
70.2,174,70.3,3.0427,71.1
70.1,174,70.3,3.04204,71.1
70.2,174,70.4,3.0421,71.1
70.1,174,70.4,3.04024,71.1
70.1,174,70.4,3.04024,71.1
70.1,174,70.5,3.038365,70.9
70.1,174,70.5,3.036665,70.8
70.1,174,70.6,3.0528,70.6
70.1,174,70.5,3.0267,70.4
70.3,174,70.6,3.06485,70.1
70.1,174,70.6,3.05112,69.9
70.2,174,70.8,3.0674,69.8
70.2,174,70.8,3.0673,69.7
70.1,174,70.8,3.0645,69.6
70.1,174,70.8,3.0645,69.6
70.1,174,70.8,3.067,69.3
70.1,174,70.8,3.0692,69.1
70.1,174,70.9,3.0703,69.1
70.1,174,70.9,3.0694,68.9
70.1,174,70.9,3.0706,68.7
70.1,174,70.9,3.0706,68.7
70.1,174,71,3.0711,68.5
70.1,174,70.9,3.071,68.4
70.1,174,70.9,3.0706,68.3
70.1,174,70.8,3.0675,68.3
70.2,174,70.8,3.0703,68.3
70.1,174,70.7,3.0667,68.4
70.1,174,70.7,3.067,68.5
70.1,174,70.6,3.05357,68.4
70.1,174,70.6,3.05487,68.5
70.1,174,70.5,3.051,68.6
70.1,174,70.4,3.0506,68.7
70.1,174,70.4,3.0506,68.7
70.1,174,70.4,3.0471,68.9
70.2,174,70.3,3.0517,68.9
70.1,174,70.2,3.0473,69
70.1,174,70.2,3.0487,69.2
70.2,174,70.1,3.0549,69.3
70.1,174,70.1,3.0585,69.4
70.2,174,70,3.0449,69.5
70.1,174,69.9,3.0576,69.6
70.2,174,70,3.0509,69.7
70.2,174,69.9,3.053,69.7
70.1,174,69.8,3.0584,69.8
70.1,174,69.9,3.0508,70
70.2,174,69.9,3.0381,70.1
70.2,174,69.9,3.0368,70.2
70.1,174,69.8,3.0529,70.3
70.1,174,69.8,3.0497,70.4
70.1,174,69.8,3.0491,70.6
70.1,174,69.8,3.0491,70.6
70.1,174,69.8,3.0566,70.7
70.1,174,69.7,3.0575,70.8
70.1,174,69.7,3.0592,70.9
70.2,174,69.8,3.0335,71
70.1,174,69.7,3.0526,71.1
70.1,174,69.7,3.0531,71.2
70.1,174,69.7,3.0531,71.2
70.1,174,69.7,3.0526,71.1
70.2,174,69.8,3.0437,71.1
70.1,174,69.8,3.0547,70.9
70.1,174,69.7,3.0575,70.8
70.1,174,69.8,3.0505,70.5
70.1,174,69.8,3.0497,70.4
70.1,174,69.8,3.0533,70.1
70.1,174,69.8,3.0579,69.9
70.1,174,69.9,3.0551,69.8
70.2,174,69.9,3.0482,69.6
70.2,174,69.9,3.0525,69.4
70.1,174,70,3.0605,69.4
70.1,174,70,3.0593,69.2
70.1,174,70,3.045,69
70.2,174,70,3.0449,68.9
70.1,174,70,3.0519,68.8
70.2,174,70,3.0521,68.7
70.1,174,70,3.0508,68.6
70.1,174,70.1,3.0518,68.5
70.1,174,70,3.0594,68.3
70.1,174,70,3.0594,68.3
70.2,174,70.1,3.0536,68.3
70.2,174,70.1,3.0536,68.3
70.2,174,70.1,3.0536,68.3
70.1,174,70.1,3.0514,68.4
70.1,174,70.1,3.049,68.3
70.2,174,70.2,3.0552,68.4
70.1,174,70.1,3.0518,68.5
70.1,174,70.2,3.0521,68.6
70.1,174,70.2,3.0528,68.8
70.2,174,70.3,3.0594,68.8
70.1,174,70.3,3.0518,68.9
70.2,174,70.3,3.0491,69
70.2,174,70.3,3.0552,69.1
70.2,174,70.4,3.0479,69.2
70.1,174,70.3,3.0429,69.3
70.1,174,70.4,3.0331,69.4
70.1,174,70.3,3.0421,69.6
70.1,174,70.3,3.0421,69.6
70.1,174,70.2,3.0467,69.7
70.1,174,70.2,3.0455,69.8
70.1,174,70.1,3.0553,69.9
70.1,174,70.2,3.0452,70
70.2,174,70.1,3.0535,70.1
70.1,174,70,3.0567,70.2
70.1,174,69.9,3.0509,70.3
70.2,174,69.9,3.0369,70.3
70.1,174,69.9,3.0477,70.5
70.1,174,69.8,3.0491,70.6
70.1,174,69.9,3.0472,70.8
70.1,174,69.8,3.0567,70.8
70.1,174,69.7,3.0592,70.9
70.1,174,69.8,3.0517,71
70.3,174,69.7,3.0429,71.1
70.2,174,69.7,3.0514,71.1
70.2,174,69.6,3.054766667,71.1
70.2,174,69.7,3.0417,71
70.1,174,69.7,3.0575,70.8
70.1,174,69.6,3.0583,70.7
70.1,174,69.6,3.0478,70.4
70.2,174,69.6,3.0347,70.2
70.1,174,69.6,3.0471,70
70.1,174,69.6,3.0506,69.8
70.1,174,69.6,3.0511,69.7
70.1,174,69.7,3.0538,69.5
70.1,174,69.6,3.0574,69.3
70.1,174,69.6,3.0533,69.1
70.2,174,69.7,3.053,69
70.2,174,69.7,3.053,68.9
70.2,174,69.8,3.059,68.8
70.1,174,69.8,3.0505,68.8
70.1,174,69.8,3.0478,68.5
70.1,174,69.8,3.0517,68.4
70.2,174,69.8,3.0527,68.3
70.1,174,69.9,3.0578,68.3
70.1,174,70,3.0594,68.3
70.2,174,69.9,3.0619,68.2
70.2,174,70,3.0609,68.2
70.1,174,70.1,3.0569,68.2
70.1,174,70,3.0614,68.2
70.1,174,70.1,3.0569,68.2
70.1,174,70.1,3.0514,68.4
70.2,174,70.2,3.0553,68.5
70.1,174,70.1,3.0518,68.5
70.2,174,70.2,3.0553,68.6
70.3,174,70.3,3.0553,68.7
70.1,174,70.3,3.0538,68.7
70.2,174,70.3,3.0594,68.8
70.2,174,70.3,3.0491,69
70.2,174,70.3,3.0491,69
70.3,174,70.4,3.0469,69.1
70.1,174,70.3,3.05,69.2
70.2,174,70.4,3.0408,69.4
70.2,174,70.6,3.04847,69.5
70.2,174,70.4,3.0391,69.6
70.2,174,70.5,3.0413,69.7
70.2,174,70.5,3.0443,69.9
70.3,174,70.5,3.0477,70
70.3,174,70.5,3.0459,70.1
70.2,174,70.4,3.0353,70.2
70.2,174,70.4,3.0312,70.3
70.2,174,70.3,3.0352,70.4
70.2,174,70.4,3.0291,70.5
70.2,174,70.3,3.0222,70.6
70.2,174,70.3,3.0233,70.7
70.2,174,70.1,3.0297,70.8
70.1,174,70,3.055,70.8
70.2,174,70,3.0366,70.9
70.2,174,70,3.0385,71
70.3,174,69.9,3.0228,71.1
70.2,174,69.9,3.0356,71.1
70.1,174,69.8,3.0517,71
70.1,174,69.7,3.0592,70.9
70.2,174,69.6,3.029566667,70.7
70.2,174,69.6,3.0379,70.5
70.2,174,69.6,3.0373,70.3
70.2,174,69.6,3.0361,70.1
70.1,174,69.5,3.0503,69.9
70.2,174,69.5,3.0365,69.7
70.2,174,69.5,3.0371,69.6
70.2,174,69.4,3.0382,69.4
70.2,174,69.4,3.0394,69.2
70.2,174,69.3,3.0391,69.1
70.1,174,69.4,3.0496,69.1
70.1,174,69.3,3.0487,68.9
70.1,174,69.3,3.0463,68.8
70.2,174,69.3,3.0392,68.5
70.2,174,69.3,3.04285,68.4
70.3,174,69.3,3.04307,68.3
70.2,174,69.2,3.0404,68.2
70.1,174,69.3,3.0521,68.1
70.1,174,69.2,3.0559,68
70.2,174,69.2,3.0483,68
70.2,174,69.2,3.0483,68
70.1,174,69.2,3.0559,68
70.2,174,69.2,3.0483,68
70.2,174,69.2,3.0483,68
70.1,174,69.3,3.049971429,68.2
70.1,174,69.4,3.0442,68.3
70.1,174,69.4,3.04445,68.4
70.1,174,69.4,3.0395,68.6
70.2,174,69.6,3.0415,68.7
70.2,174,69.6,3.0432,68.8
70.1,174,69.6,3.0405,68.8
70.1,174,69.7,3.0488,68.9
70.1,174,69.7,3.0601,69.1
70.2,174,69.8,3.0606,69.2
70.1,174,69.9,3.0606,69.4
70.2,174,69.9,3.0447,69.5
70.1,174,70,3.0534,69.6
70.1,174,70,3.0547,69.7
70.1,174,70,3.0526,69.8
70.2,174,70,3.0558,69.9
70.1,174,70.1,3.056,70
70.1,174,70.1,3.0554,70.1
70.1,174,70.1,3.0547,70.2
70.1,174,70.2,3.0404,70.4
70.1,174,70.2,3.0405,70.5
70.1,174,70.3,3.031775,70.5
70.2,174,70.3,3.0222,70.6
70.1,174,70.3,3.0351,70.7
70.1,174,70.4,3.03134,70.8
70.1,174,70.5,3.040465,71
70.2,174,70.4,3.0328,71
70.1,174,70.4,3.04024,71.1
70.1,174,70.5,3.041965,71.1
70.1,174,70.5,3.041765,71.2
70.2,174,70.5,3.0482,71.1
70.2,174,70.5,3.0482,71.1
70.2,174,70.6,3.06105,70.9
70.1,174,70.5,3.036665,70.8
70.1,174,70.6,3.05692,70.5
70.1,174,70.6,3.057245,70.4
70.2,174,70.6,3.05952,70.2
70.1,174,70.5,3.0356,70
70.2,174,70.6,3.05462,69.9
70.1,174,70.4,3.0363,69.7
70.1,174,70.4,3.035,69.5
70.1,174,70.3,3.042,69.5
70.1,174,70.3,3.05,69.2
70.2,174,70.3,3.0536,69.2
70.2,174,70.2,3.0426,69
70.2,174,70.2,3.0548,68.8
70.2,174,70.2,3.0548,68.8
70.1,174,70,3.0534,68.5
70.1,174,69.9,3.0567,68.5
70.2,174,70,3.0575,68.3
70.1,174,69.8,3.0558,68.2
70.2,174,69.7,3.0519,68.2
70.3,174,69.8,3.0501,68.2
70.2,174,69.8,3.0562,68.2
70.1,174,69.6,3.0393,68.3
70.2,174,69.6,3.039,68.3
70.2,174,69.6,3.039,68.3
70.1,174,69.5,3.0426,68.3
70.1,174,69.6,3.037,68.4
70.2,174,69.6,3.0384,68.6
70.1,174,69.5,3.0374,68.6
70,174,69.5,3.0628,68.8
70.2,174,69.4,3.0457,68.9
70.1,174,69.4,3.0491,69
70.1,174,69.4,3.0491,69.2
70.1,174,69.4,3.0491,69.2
70.1,174,69.3,3.0522,69.3
70.1,174,69.3,3.0433,69.6
70.1,174,69.3,3.0423,69.7
70.1,174,69.2,3.0412,69.8
70.1,174,69.3,3.0448,69.9
70.2,174,69.2,3.0288,70
70.1,174,69.3,3.0438,70.2
70.2,174,69.2,3.0355,70.2
70,174,69.3,3.0576,70.3
70,174,69.3,3.0494,70.5
70.1,174,69.2,3.0408,70.6
70,174,69.3,3.0595,70.7
70.1,174,69.4,3.0456,70.7
70.1,174,69.4,3.0508,70.9
70,174,69.4,3.0623,70.9
70,174,69.4,3.063,71
