평점,리뷰
2.5,"데스노트 원작을 기대하고 보면 당연히 실망할만한 영화
그냥 영화로서 보면 엄청 실망까지는 아니고 적당히 실망할만하다.
데스노트라는 소재에 대해서 추억하기 위함이라면 충분히 볼만하다.
다만 토다 에리카의 역변 만큼이나 데스노트에 대한 감정은 많이 변했구나 싶다."
3.5,"마지막 미시마가 독방에서 나오면서
마지막에 악마같은 웃음을 지으며 걸어갔다면 
어땠을까하는 기대감"
2.5,새로움을 잡으려다 놓쳐버린 설득력
3.5,마지막에 쿠키영상 소름. 이전의 시리즈와 하고 싶은 말도 같고 보여주고 싶은 것도 같음. 키라는 역시 야가미 라이토
0.5,"본의 아니게 2번 나누어서 보게 됬다....
히가시데 마사히로... 주인공 맘에 안드네!!!"
2.5,재밌었는데 후속편을 내려는 의지가 너무나 제대로 보여
0.5,내 소중한 시간을 가져간 엉망진창 영화입니다
2.0,"유치함에 지루할때
속편 플레그가 뜰 때 소름이 돋았다.
더 이상은 안된다."
2.0,와.. ㄹㅇ노답영화
1.0,"잠시 잠깐 나오는 라이토, 미사, 류크가 반가울뿐~"
2.0,데스노트 특유의 긴장감은 어디로?
1.0,배우들의 연기는 중2병 말기 수준이다
0.5,약발이 떨어질 때가 지났다..
3.5,상업영화를 해야되지만 어떻게든 먹어보겠다는 영화는 절대 나오면 안된다.
1.5,마른 겔레도 쥐어짜면 물 한두방울은 나온다는 신념의 산물...064
2.0,조금 아쉬운 부분이 많았다.
2.5,"좋은 소재로 만든 나쁜 영화
요즘 영화들 평균 러닝타임에 비해 조금 긴 편이지만 스토리를 제대로 못푼거같은 기분도 든다"
1.0,데스노트: 더 뉴 월드 작품이 데스노트에 적힌듯.
2.5,"반전이 뻔히 눈에 보이는 영화라니,,
마지막에 쿠키영상 다메.. 
이제 그만.."
3.0,왜만들었는지 모르겠다 이런건 애니나  소셜로는 좋은데 영화는 아니것 같음
3.0,라이토: 죽여줘...
1.5,"그냥  딱 생각한정도,,"
2.0,역시 영화화는 이정도인것인가..
1.5,"킬링타임으로 갠춘 
연기력들도 다들 갠춘
악에 비해서 선이 너무 약한 느낌.. 
엘 후계자역 배우분 매력적임."
1.5,이제 그만하자
2.5,포스터가 다 말해주는구나
2.0,"전작의 그 어떤 것도 모르고 봤는데
이렇게나 잼없는게 글케나 유명할리는 없을텐데 ... 
역시 유명한 원작은 원작 먼저 보는걸로 ㅠㅠ"
2.0,이 영화 통틀어도 전 편에서 L이 초콜렛 먹는 장면보다 재미없다.
2.0,"매력적인 이 소재를 포기하기 싫었던 이들의 발악.
그래도 심폐소생술 정도는 성공한듯"
0.5,"데스노트는 마지막편으로 끝났어야했다. L의 후계자도 마음에 썩 들지않고, 다음편을 만드려고 가능성만 열어놓고 억지로 이어가는 느낌. 이미 알려진 모든 데스노트 규칙들로 나올수 있는 스토리가 뻔하니 그외에 새로운 규칙들을 추가해가며. 시엔이 어떻게 데스노트를 갖게 된건지도 모르겠고 뉴키라가 밝혀진 뒤도 억지스럽고..."
2.0,"이제그만해.....설정을 계속파괴하면서 
룰이다. 이럼 관객들은 믿겠니?"
2.0,애니 데스노트는 최고의 애니지만 영화 데스노트는...이제 그만해야 하지 않을까
1.5,"이 영화를 한단어로 표현하자면 ""난잡"""
0.5,"원작을 뛰어넘는 속편을 본적이 없다.
실망이다. 캐스팅 실패."
1.0,팬들도 다 떨어져나가게 만들 망작
0.5,마음대로 재해석하고 데스노트만의 심리싸움도 없고 그냥 이름만 가져다 빌린 망작
2.0,와 손가락 한마디 정도의 렌즈가 이렇게나 거슬리다니...영화가 별로란건 말할 것도 없지만
2.0,예고편만 본 사람이 승자
1.5,이런 덧붙임은 전작을 망친다.
0.5,왜 또?
1.0,새로운 사신이 나와서 신선ㅋ 그게 다임
1.0,시리즈중에서 최악... 그만해요 ㅠㅜ
0.5,최악이다 .. 그냥 리부트를 하던지...
1.5,박수칠때 떠날 줄 모르는 데스노트
1.5,"끝까지 보느라 힘들었다..
데스노트가 없다는걸 
제작진은 감사해야한다!!"
2.0,김빠진 콜라를 벤티 사이즈로 마시는 기분.
2.5,"영화관가서 봤으면 큰일날뻔...
전편들과 다르게 짜릿한 두뇌게임 1도없다"
1.5,데스노트의 아찔한 추리는 없는 '데스'노트
2.5,8년만에 나온 신작치곤 전작들의 명성을 발끝조차 못따라가는 결과를 보여줬다. 산만한 스토리와 설득력 없는 전개는 보는이로 하여금 실망만 안겨줬다.
2.0,"반전도 약하고
스토리 전개도 띄엄띄엄이고
뜬금없이 사신이 희생하고
이게 최선입니까?"
2.5,이 영화를 만든사람 전부 데스노트에 이름 적어야된다.
2.5,에헤이 참... 원작이 낫다
2.5,잠들엇다
2.0,전편보다 못하지만 다음 편을기대하며...
2.0,라이토와 L에 관한건 그냥 언급만 하고 새로운 내용으로 만들어야 승부처가 있을듯. . 이런식이면 또 나와도 노답일듯. . 결말도 더 만드려는 의지가 느껴져 소름. .
2.0,L후계자역 연기 오글거려서 못보겠다. . 연기도 내용도. . 사신씨지는 좋아진듯
1.0,이렇게 스토리붕괴 캐릭터붕괴 시킬거면 제목에 데스노트라고 쓰지말았으면..
1.5,그만해~!
1.5,"나오지 말았어야했다 속편은.
전편의 그래도 볼만했던 L의 추리력이라던가 그에 대적할만한 키라 혹은 나름 비중있던 사신들은 온데간데없고 그냥 데스노트가 주인공...."
1.0,"써클렌즈 뭔데
데스노트는 개연성이 주젠디 이거는 개연성이 1도 없다고 볼 수 있겠다"
2.0,스토리가없는 새로운세상
1.0,아이엠어히어로 처럼만 단순하게 해주지....
2.0,하....만화책만 봤어야했어...
1.5,고갈된 이야기가 바닥을 치면 가끔은 새로운 걸 찾아내기도 한다.
1.5,데스노트.. 닉값으로 별 1개라도 준아
1.5,장치가 많아질수록 본질은 흐려진다..
0.5,"다음편이 또 나오면 꼭 니들 
제작진 이름을 데스노트에 적을거다
정말이다"
2.5,후속편을 얼마나 만드는가는 상관없지만 이렇게 호들갑 잔뜩 들어가서는 모든 배우들이 과장 남발인 얼굴 일그러지는 연기 주문은 좀 안했으면 좋겠다.
2.5,"그 노트, 나도 한번 써보자 좀!"
0.5,지루하다. 류자키의 렌즈가 부담스럽다.
3.0,다씬~!!  날 찾지 말고 떠~나 I know ya mind~~
2.0,"친구2인줄... 아무도 기다리지 않았다, 고인 칭송에 입이 마를 지경이다, 무슨 일이 일어나도 이상할 게 없다... 어우, 시종일관 폼만 잡고 거창한 척하는데 실상은 용두사미 그 자체. 빛 좋은 개살구라는 표현도 아까운 뜬금 외전이었다.
원작에 대한 오마쥬만 가지고는 이 허술하다 못해 어거지에 숨통이 턱턱 막히는 전개와 연출을 충당할 수 없었다. 특히 'L 체인지 더 월드'는 팬서비스 차원의 외전격이니 그러려니 해도 본 작품의 지능플레이는 '데스노트'라는 칭호가 아깝다. 이미 10여년동안 팬들의 눈은 높아질대로 높아져 있는데 영화는 뻔해빠진 추리와 그에 따른 반응이 주를 이루고, 긴장감 조성을 위해서랍시고 필요 이상으로 마구 사람을 죽여대며, 언젠가부터는 머리 쓰는 데 이골이 났는지 반전에 목을 메다가 결국 그것도 안되겠는지 마무리론 대스케일의 총격전까지 가세한다. 아, 무게 더럽게 잡는 권총 신경전의 연속은 덤. 제일 용서할 수 없는 건 류자키의 마지막 선처인데... 이건, 어우... 나는 성인이 아니라서 어떻게 받아들여야 할 지 모르겠다. (류자키 씨의 조커 벤치마킹도 티가 너무 많이 났고)
왜 뜬금 튀어나와서 팬들의 추억을 회쳐놓는지 모르겠다. 심지어 속편 생각도 있는 듯한데 제발 재고하기를ㅠ 음악이 아깝다... 300-2가 왜 망했는지 상기하기를. 반짝 반가웠다가 바싹 까게 되는 졸작 시퀄이었다."
1.5,X를 눌러 이 시리즈에 삼가 조의를 액션빔.
1.0,수면제
0.5,"절대적이고 매력적인 욕망의 산물을 다루기엔,
너무도 허접하고 무능한."
1.0,내 유전자로 만들어도 저정도는 나오겠다..
2.0,이런 시시한 이야기를 토대로 굳이 후속작을 만들 이유는...
2.0,이렇게 쓰레기같이 만드는 것도 어찌보면 재능이다
2.0,"펜이 총보다 빠르다니.. 뭐 설정이 어설픈건 참겠는데, 데스노트를 마치 총처럼 1차원적인 수단으로 사용하는건 도저히 못봐주겠.. 장면도 상당히 늘어지고 발연기에 어색하고 최악.."
2.0,"내가 키라였으면
영화감독부터 적었다"
1.5,실사화라는 끊임없는 외곡된 팬심이 끔찍한 혼종을 만들어 냈다.
1.5,더이상 원작 망치지 말길
2.0,"떨어지는 심리전, 개연성, 완성도를 신파로 메꿔보자."
3.0,작가가 돈이 급했나.
1.5,이래서 세계관만 믿고 덤비면 안되는 겁니다...
2.5,"선과 악이 분명해지지 않으면 후속을 더 만들어도 소용이 없을 듯,,,"
3.0,이 좋은 소재로 이런 영화를...
2.0,"맥락은 왜? 미사는 왜? 유전자는 왜? 할말이 이렇게 많은건 왜?
다 필요없고 감독이름 뭐였더라?"
2.5,"정으로 봤는데 역시 1,2편에서 멈췄어야했다.
스케일은 커지고 인물들도 추가로 나왔지만 다시 한번 라이토와 L의 대단함을 느낄 수 있다."
2.5,"팬들이라면 역시나 자신이 좋아하는 작품 후속작나오면 반길만하지만 역시나 불안감이 앞선다. 드래곤볼을 비롯해 정말 명작이라 불리던 작품들이 후속작으로 전작들까지 졸작으로 만드는 시대기때문에 후속작이 나온다고 무조건 반길만하지않다. ""L"" 유전자까지 들먹이며 나온 ""L""후계자는 경찰들에게까지 개무시를당하며 심지어 수사중에서도 강제로 퇴출당하게되며 ""키라""의 후세들은 그냥 이유없이 그냥 찬양할뿐인 광신도들 집합이다. 아무리 반전영화가 대세라지만 이해를 돕지못하는 반전은 없느니만 못하다. 영화후에 나오는 키라의 ""계획대로다""라는대사는 정말 정신승리중에 저런 정신승리도없다는 생각을하게됐다."
3.0,애초에 기대도 안해서 별2개 리부트 개념으로 보면 시작은 나쁘지 않지만 억지 설정과 개연성 없는 시나리오 마지막으로 후지이 미나 죽여서 더욱 더 별로였다
3.0,가장 영화적이면서 얼척없는 편
0.5,마츠야마켄이치가 얼마나 L 그 자체였나 실감하게 해줌 그립다 에루
3.0,의외로 잘 만든 외전격 뒷 이야기.
2.0,새로운 세계 확립을 위한 무난한 계획
2.5,전작에 어떻게든 이어갈려고 하는 몸부림이 경악 스럽다.
3.0,일본은 이게 문제다. 하나의 컨텐츠가 성공하면 계속 우려먹는다. 이건 뭐 사골급...
3.0,"돌아와요 키라 라이토 
 그래도 미사는 넘 반가웠다."
2.5,"아무리 망한 속편도 괜찮은 아이디어 하나쯤은 건지게 마련인데, 감독은 그렇다 치고 투자자들은 뭘 보고 이 속편을 만들자고 결심했는지 알 수가 없다.
오리지널 스토리라면서 트릭은 (영화판에서는 써먹지 못한) 원작만화의 것들을 답습하고 있는데, 그 트릭들은 만화 때도 딱히 좋은 평가를 받지 못했던 것들이라..."
3.0,새로운 시퀼이지만 너무 늘어지는게 약점이다. 마지막 장면이 의도인지  아닌지가 궁금해지지만 흥미롭지는 않다. 뭐 확실히 요즘의 일본 영화는 그냥 무난하다는 경향성이 점점 짙어진다.
2.5,"처음에는 볼만했지만
갈수록 지루하다  상영시간이 너무 김
끝으로 갈수록 개연성이 없고
결말이 뭔지 모르겠음 
걍 오랜만에 류크봐서 좋았음"
1.0,그래도 이름값은 한다
1.0,할 수 있는건 많은데 허점만 늘었네.
1.5,이케마츠와 히가시데 보러 갔읍니다
3.0,족밥배틀치고는 흥미로웠다.
3.0,"이걸보려고 전작들 다시 정주행하고 온 내가 한심
류자키는 전형적인 일본양아치같고 스토리 개판
데스노트 특유의 두뇌싸움을 보는 재미가 아예 없다
퉷"
