평점,리뷰
4.0,"내 두시간 물어내…
처음부터 릴리제임스의 참혹한 연기력이 마음을 불편하게 했다. 처음엔 저런 캐릭터인가보다…하며 눈을 흐리게 뜬채 넘어가려고 했는데…왜 그렇게 과장된…연기를 하는지?
보는 내내 몸을 옥죄는 듯한 불편함이 떠나가질 않더라.
이 영화는 모든게 잘못되었다.
여주인공의 억지스러운 연기하며, 개나 줘버린 서사, 바보같은 캐릭터성까지.
시간이 아깝다 정말."
4.5,보는 내내 한번도 나타나지 않는 레베카가 궁금했다.
3.0,이해하기 어려운 순간들이 너무 잦다. 원작이 궁금할 따름.
2.5,레베카는 히치콕 작품 중에 나름 개선의 여지? 창의적으로 각색할 여지가 많은 작품이라고 생각했는데 기대보다 밋밋하다
3.0,"최고의 악당과 그의 조연 그리고 히로인이 모두 여자인 신선한 조합. 릴리 제임스의 일관된 표정 연기에 더해 제임스와 해머의 스캔들이 영화의 흠.
2020.11.07."
2.5,어느 쪽의 로맨스를 중점적으로 디테일하게 풀어낼지 궁금했는데 이쪽이 아닌 저쪽이라 심심해져 버렸다.
2.5,"없으면서도 있는 것 같았던 레베카도, 맨덜리와 같이 불타버리던 댄버스 부인도, 채색과 함께 사라지고 만 리메이크다."
2.5,"원작은 안봐서 잘 모르겠지만 이 리메이크물만 봐도 글쎄, 고개를 갸웃거리게 된다
영상미나 세트 구성 등 배경은 아름다웠지만 스토리나 인물들에 대한 매력은 아쉬웠다
가장 강렬한 건 그래도 댄버스 부인이 아닐까..."
3.0,영화를 지배하는 R과 같이 이제는 볼 수 없는 80년전의 히치콕이 이 영화를 지배하는 모습.
3.0,"대사가너무많고 템포가 좀 빠른 거 아닌가?
톤앤매너가 안맞는 느낌..글고주연둘다안좋아함;;
진짜궁금한건데 댄버스 레즈임?"
3.5,그 시절의 레베카는 결국 그녀의 바람과는 반대로 역사속으로 잊혀진지 오래다.
3.0,릴리 제임스 연기 왤케 못하지...
2.5,스포일러가 있어요!! 보기
3.0,"연인의 애틋함을 보여줄 새도 없었는데 언제부터 그렇게 서로를 지키려고 애썼던것인가...
첨부터 끝까지 이야기가 간단하게 진행되는 느낌을 받는다. 과정은 있지만 의무적 절차일 뿐이라는 의미이겠지."
1.5,"레베카 화보집이라 생각하면 볼만하다
- 장면 단위로는 영상미가 탁월하나, 영화 자체는 평면적이고 힘이 없다"
2.5,"그를 기억하는 이들의 비교, 무시, 실망, 은근한 괴롭힘 등을 통해
보이지 않아도 뚜렷하게 존재하던 레베카가
악몽과 유령의 형체를 갖춰서
히스테릭한 압박감과 공포가 줄었다

전반부의 로맨스와 맨덜리 투어는 그나마 영상미가 있었다
감독/각본이 막심을 참 좋아하는 듯"
2.5,"'나'의 심리 변화를 잘 표현한 것이 작품 묘미의 80퍼센트라고 해도 과언이 아닌게 소설 원작인데
스토리를 따라가느라 급급한 각색과 조잡한 편집,
배경음악의 과도한 사용,
미묘한 심리를 포착해 연기로 드러내는데 실패한 릴리 제임스 (+ 별로 드라마틱한 연기를 필요로 하지 않는데도 놀라우리만큼 목석같은 아미 해머)로 인해
너무나도 실망스러운 작품."
2.5,소박
3.0,당장이라도 고딕 호러를 만들고 싶지만 계약에 묶여 이도 저도 못하는 감독. 로맨스에 젬병인 게 발목을 잡네.
2.5,"너무 사랑하는 두 배우지만 아쉽게도
릴리 제임스는 노래와 함께 연기할때가 더 매력적인것 같고
아미 해머는 드 윈터씨를 연기하기에 너무 젊고 곱상하게 생긴것 같다

캐스팅을 보고 박수치던 내가 히치콕의 레베카가 더 낫다고 할줄이야"
0.5,이 망작이 킬리스트 감독이라고?
2.5,ㅗ
2.0,로맨스도 서스펜스도 어정쩡하지만 초점 자체가 원작과 달랐다.
2.5,"뭐야 이게
사랑 고만 지켜ㅗ"
3.0,"비주얼, 초반 이야기 다 좋았는데 마지막이 최악이었다"
3.0,옥주현의 레베카가 생각남 ㅋ
2.5,"영상미 하나는 끝내줬던,,,"
3.5,"소설을 읽을 땐 거의 반절을 읽어갈 때까지도 지루했던 기억이 난다. 작품의 분위기와 인물 및 심리 묘사, 빌드업에 엄청 공들이는 중이었겠지만. 전개 속도가 너무 더뎌 그만 읽을까 고민하던 찰나, 어느 순간을 기점으로 미친듯이 재밌어지기 시작했다. 손에 땀을 쥐며 한 페이지를 넘길 때마다 심장이 쿵쾅거리던 그 순간이 아직까지 기억난다. 뮤지컬을 볼 땐 극 전체를 자신의 존재감으로 장악하는 댄버스부인에 감탄했고 레베카 act2라는 전설의 넘버도 남기지 않았나..

근데 이 영화는...... 댄버스부인의 싸이코패틱한 레베카에 대한 집착도, 레베카의 그늘에서 벗어나지 못해 미쳐 돌아버리기 일보직전인 드윈터부인도, 결말로 치닫으며 드러나는 충격적인 진실들도 어떤 것 하나 도드라지지가 않는다. 원작이 서스펜스 장르라는걸 잊은 것 아닌가 싶을 정도로. 몰아쳐야하는 후반이 이토록 허무하고 느슨하게 흘러가다니.. 작품의 핵심요소들을 전부 방치해둔 채 영상만 예쁜게 무슨 의미가 있을까."
3.5,"레베카 ~ 넌 어디에 있니.
노래나오나 두근두근 하면서 봤지만

끝까지 나오지않았다."
3.0,어떤 형태의 사랑이든 자칫 인간을 병들게 할 수 있다.
3.0,"레베카라는 영화의 가장 큰 힘은, 레베카의 존재 자체인데 그 점이 너무 가볍게 사용된 것이 아쉬웠다. 서스펜스를 만들어가는 끈을 아예 놓쳐버린 느낌이었다."
3.5,막심색갸 말을 해야 알 거 아냐 이 스키야
4.0,"다 함정이었어 날 조롱한 거야 왜죠 왜 날 미워하는 거죠?
너 따위가 감히 드 윈터 부인의 자릴 차지하려 했으니까."
1.0,컬러와 함께 풍부해진 감정선과 영상미. 더 로맨틱하고 진취적으로 변한 인물들. 물론 히치콕의 작품을 봤을 때 만큼 긴장감은 덜했지만 그래도 눈은 즐거웠다.
3.5,반전은 무슨 너무 없어서 어이가 더 없었다.
2.5,"뮤지컬 여운이 너무 강했었나보다.
영화를 보는 내내
뮤지컬 넘버들이 자동으로 떠올라서
또다른 BGM을 만들었다.

-----
그리고 릴리제임스 너무 좋아했는데
유부남킬러인것도 그렇고
연기도 점점 다 똑같은것 같아서 지루하다."
2.5,"히치콕의 ‘레베카’가 얼마나 훌륭한지…
그리고 서스펜스가 무엇인지, 부재로 깨닫게 된다.

마치 히치콕의 ‘레베카’가 모든 장면에 존재하고
여기엔 이름만 불리우고 어디에도 없는 것처럼"
4.0,뮤지컬 팬이라 의무적으로 봤는데 임팩트가 없네
2.5,스포일러가 있어요!! 보기
3.0,"원작 특유의 그 미스테리한 분위기와 치밀함 , 그 밖에 매력을 완전히 잃어버린 막장드라마."
3.0,"2021. 09. 20.
백 번째 영화 : 레베카

캐스팅이 너무 좋았다. 맥심 드 윈터, 댄버스 부인, 잭 파벨 그리고 드 윈터 부인이 된 '나'까지.. 모두 각자의 해석과 역할에 충실했음이 너무나 잘 보였다. 전개도 게으르지 않고, 시청자들이 느낄 '나'가 받을 스트레스도 충분히 차곡 차곡 잘 쌓아나가는게 느껴졌다.

개인적인 감상이지만, 결국 레베카에서 정상은 '나' 하나 정도이지 않나.. 아, '나'의 눈빛이 초반 어리숙한 숙녀에서 종반 산전수전 다 겪은 확신어린 눈빛으로 변하는 것 역시 영화의 매력 포인트 중 하나! 미치광이들 속에서 제정신으로 살아남다 보면 저런 눈빛을 갖게 되는 것인가 싶었다."
3.0,어딘가 고풍스러우면서도 세련된 분위기가 만들어낸 매력적인 가정사 (어쩐지.. 이젠 히치콕의 원작을 찾아봐야할 때)
3.5,"지루함 임팩트 부족
원작은  안 봐서 모르겠으나 브금으로 뮤지컬 넘버 들림ㅋㅋㅋ
왜 다들 레베카만 악녀라고 칭하는 지?
무능력에 분조장인 못난 막심 탓이지
자만과 허영, 열등감으로 똘똘뭉친 남자는 걸러야함
감정적인 판단으로 일을 망치거든요
이히도 결국엔 후회하게 될 것 같다"
3.0,"뭔가 있을 듯, 있을 듯...했으나,
다소 시시한 전개."
2.0,초반의 여름의 유럽 분위기가 좋았다
1.5,뒤로 갈수록 드라마가 성긴 느낌.. 어느 순간부터 극에 몰입하기보단 관조하게 된다
3.0,"원작을 현대적으로 재구성했다. 정도도 없는 한심한 작품.
히치콕 원작의 명성이 워낙 강력하기도 하지만, 분명 차용할 것은 차용하면서 새로운 지점을 발견 했어야 하지만 이미지적으로 컬러인 것 빼고 원작보다 훨씬 못하다.
원작의 대단한 점은 ‘레베카’가 나오지 않음에도 엄청난 영향력을 가지고 있다는 점이고, 히치콕은 그 존재를 조명과 로케이션, 드윈터와 주인공의 관계로써 드러냈다.
하지만 이 작품에서는 초반부터 드윈터와 주인공의 관계 설정에 실패한다. 주인공의 고용인에게서부터 ‘레베카’에 대한 이야기를 들으면서 계속 쌓여나가는 레베카의 이미지를 구축해야하는 것인데 너무 쉽게 지나가버리고, 우리의 드윈터는 누가봐도 주인공을 사랑해보인다. 앞에서부터 꼬이니 원작과는 다른 지점을 보여줄 것이라 예상 하였으나, 다른 지점은 주인공이 조금 더 능동적이라는 것 빼고는 없다. 하지만 그 부분 조차도 미미하고, 오히려 다르게 가려 하였으면 주인공과 댄버스 부인간의 관계를 좀 더 치밀하게 설계했어야 한다. 드윈터가 레베카를 아직 사랑하고 있다고 생각한 주인공은 댄버스에게 의지하고, 댄버스의 친절에 호응하지만 그 모든 것이 그녀가 사랑했던 레베카의 모습을 투영하는 것임을 아는. 이런식으로라도 관계성에 집중했어야 한다. 쓸 필요도 없는 컷들을 나열하는 것이 아닌.
로케이션은 아름다우나 그 이상의 역할을 해내지 못하였다. 히치콕의 영화들에서는 마치 그 공간이 살아있는 것 같이 느껴지나, 이 공간은 영화에서 그냥 공간 그 이상도 이하도 아니다.
마지막 장면에서라도 임팩트를 주려 하였으나, 앞에서부터 쌓여있지 않은 서사는 음향과 연기적 반전으로 메꾸어지지 않는다. 오히려 무수한 의문점들만 남길 뿐이다. 반면교사로써 좋은 영화였다."
4.0,Where is Ms.RB(1940~)
3.0,원작은 보지 않은 사람으로서 나는 진짜 재밌게 봤다잉••• 레베카는 유튜브 노래로만 접했는데 이런 스토리가 있었다는 게 흥미로웠다
3.5,"나름 수작이라고 생각했는데 은근 혹평이 많아 의구심이 들었는데 역시나 히치콕이라는 거대한 산이 원작인것을 알고는 그 이유를 엿볼 수 있었다.

원작을 참고하지 않은 제 3자의 입장에선 따뜻하고도 서늘한 미장센을 잘 담아낸 서스펜스 장르의 영화 한편을 기분좋게 본 느낌이었다.

이런 류의 영화를 보고 자주 느끼는 점이지만, 원작을 향수하는건 괜찮지만 그 향수에 사로잡혀 무작정 깎아내리려 드는 시도들이 조금은 무색하게 느껴진다."
2.5,"기존의 레베카가 레베카없는 레베카가 조성하는 서스펜스를 강조했다면 이번 레베카는 샤머니즘에 미친 주변인들의 멱살을 잡는 '나'의 성장기.
히치콕과 비교하기엔 아예 다른 장르같다."
2.5,"이름만 들어도 숨막히는 느낌이 전혀 표현되지 않았다.
노래가 없으니 이리 심심한 극이 된 걸까?
아니면 극적 연출이 없으니 이리 심심해진 걸까?"
3.0,"코멘트 말대로 히치콕의 레베카를 인상깊게 봤기에
그냥 무던하다는 생각이 든다.
컬러와 함께 레베카를 즐길 수 있다는 건 흥미롭지만
반전의 깊이가 히치콕 작품과는 다른 느낌이다.

개인적으로 스토리는
히치콕의 레베카>뮤지컬 레베카>2020 레베카
순으로 좋은 것 같다,,,"
4.0,"딱 넷플용
그냥 들어도 마냥 칭찬은 아니지만 막상 그만큼도 못하는 영화가 더 많아서 욕하려는 의도도 아님"
4.0,영화적 요소를 이용하여 유연하게 인물과 상황을 서사한다.
2.0,"오홍~
원작 모르고 봤지만
2시간이 넘는 시간 충분히 빠르게 가게 느껴지도록
몰입과 긴장감 괜찮았음
그나저나 남주 돈이 얼마나 많은거야!!"
3.0,나에게 레베카는 오직 양준일뿐
2.5,"댄버스의 매서운 분위기가 살지 않아서 아쉽다. 책, 뮤지컬, 히치콕 작품이랑 비교했을 때 개인적으로는 2020 버전이 스산한 분위기가 가장 덜한 것 같다. 하지만 ich의 주눅든 모습만큼은 잘 표현된 듯.
미장센은 더 영화같고, 부드러워졌지만 덕분에 레베카의 음산함이 퇴색되는 것 같아 아쉬움이 남는다. 색감이 너무 따뜻해. 난 히치콕의 작품이 더 좋은 듯하다. 머릿속에서 자꾸 뮤지컬 넘버가 맴돌았다."
5.0,"내용을 다 알아서였을까, 너무 지루했다. 그나저나 정말 한 명도 이입이 안되는 레베카... 그래도 계속 보게되는게 신기."
2.0,오랜만에 명작 하나 봄. 푹 빠져서 재미있게 봤음.
2.0,히치콕에 대한 능욕
3.0,"영상미에만 눈이 가고 그외에는
별 감흥이 없다
히치콕의 원작을 보지 않았는데
그냥 이 새로운 레베카 영화 자체의 매력이 떨어진다
주연 배우들의 연기도 뭔가 아쉬웠다
심지어 내가 좋아하는 스콧 토마스까지도..."
1.5,이야기는 좋은데 진짜 XX같은.
3.5,레베카를 버린 <레베카>
3.0,저건 사랑이야 집착이야 뭐야.. 죽은사람 붙들고 혼자 몇명을 괴롭히는거에요ㅜ 와중에 장르가 몇번을 바뀌는건지 중반까지 잘 봐오던 나는 너무 당황;
3.0,히치콕의 레베카가 궁금해졌다.
5.0,추억을 향수처럼 병에 담을 수 있다면 어떨까
2.0,맥심을 두고 굳이 잭 파벨을....???
2.5,시대에 한참 뒤떨어지는 문학작품 꾸역꾸역 읽고 난뒤에 느끼는 찝찝함 같은게 남아있다. 한참 덜떨어지는 느낌이랄까.
4.0,화려한데 고풍스럽지가 않다.
3.0,3.5점과 4점 사이....
2.5,"볼거리 가득한 초반부와 스산한 긴장감이 압도하는 중반부에 비해 아쉬웠던 후반부.
맨덜리 저택의 비밀, 레베카의 정체가 밝혀지는 순간 그간 영화를 지탱해온 쫄깃한 텐션이 외려 맥없이 풀리고 만다.
잘 매듭짓기만 했다면 훌륭한 서스펜스 극으로 남았을 터.
*
(원작을 아직 못봐서 원작과의 비교는 어렵겠지만)
영상미가 훌륭하다. 인물들의 옷 색깔, 맨덜리 저택의 분위기, 풍경 등 볼거리가 넘친다. 넘치게 화려한 장식과 뚜렷한 색의 대비를 통해 고전극으로써의 매력을 십분 발휘하는 영화.
-
페미니즘적 요소가 눈에 띈다. 레베카는 사건의 키를 쥐고 있는 동시에 또 전체를 관장하는 절대자이지만 영화 안에서는 절대 직접적으로 드러나지 않는다. 요컨대 레베카는 곧 신이다. 그리고 그 신의 열렬한 추종자 댄버스 부인은 그에 대한 광적인 집착으로 자신의 못다한 애정을 가감없이 풀어 놓는다. 댄버스의 집착은 새로 온 드 윈터 부인에 대한 적대감에서 가장 강하게 나타난다. 그는 자신의 신을 대체하고자 등장한 이를 파괴하기 위해 직접 판을 짜고, 때로는 물리적인 위협을 가하기도 한다. 레베카를 두둔하는 동시에 우둔한 남성을 조롱하는 댄버스 부인의 말: ""왜 여성은 좀 놀고 즐기면 안 되는 거죠?"" 는 페미니즘 강연의 클립으로 쓰인다 해도 무방할 정도.
이렇게 집착과 사랑으로 똘똘 뭉친 Team레베카에 대항하는 건 새로운 드 윈터 부인이다. 그는 남편에 대한 자신의 사랑으로 상황을 극복하는 모습을 보인다. 그리고 ""You will never know  happiness.""라는 저주의 가까운 댄버스의 단언에 ""Yes, I will.""이라고 응수하며 흔들림없는 모습을 보인다. 이와 같은 결연함은 이미 싸워본 자, 뭔가를 지켜내본 적 있는 자에게서만 나타난다.
-
가문의 명성에 먹칠할까 두려워 이혼도 못하고 끙끙 앓다가 부인의 도움으로 간신히 목숨/명성을 건진 드 윈터의 저택은 비로소 무너져내린다. 맨덜리 저택이 끝내 활활 타오르는 것은 곧 남성에서 남성으로 대물림되던 낡은 시대의 결말과도 같다.
그리고 이 붕괴의 중심에 있는 건 레베카와 댄버스 부인, 그리고 새로운 드 윈터 부인이다.
-
레베카는 성적 대상화된 여성의 이름이자, 남편의 가족이 되지 못한 '악녀'의 이름이다. 모든 곳에 제 이름의 첫 알파벳 R을 새겨 넣는 그에게 있어 드 윈터 부인이라는 칭호는 그저 불필요한 족쇄이자 달갑지 않는 생경함이었을 터. 그리하여 그는 그저 자신인 채로 남고자 한다. 탐닉의 대상 자리에 스스로를 놓은 뒤, 자신을 탐닉한다 착각하는 우매한 남성들을 한껏 비웃으며.
이와 반대로 드 윈터 부인의 이름은 영화에서 단 한 번도 등장하지 않는다. 그는 맥심과의 결혼으로 불행에 처하고 이름까지 잃은 셈이다. 그러나 그는 일어나는 상황에 그저 순응하지 않고 알고자 하며 바꾸고자 한다. 상황을 주도적으로 헤쳐 나가기 위해 머리 쓰고 몸 쓰는 그는 맥심의 말마따나 이제 더이상 해맑고 철없는, 서툰 소녀가 아니다. 하여 결혼으로부터 비롯된 새 이름이 그를 대변한다 할지라도 그 이름은 실로 무력하다. 이미 무너진 저택과 집을 찾기 위한 방랑 생활이 그것을 증명한다. '드 윈터'라는 이름은 이제 드 윈터 부인이 새로 꾸려 나가는 새로운 역사의 현장이다."
2.0,넷플릭스 제작 시대극 영화들은 대부분 보는 재미가 상당한 듯. 역시 자본의 힘! 로코는 이만 접고 시대극 많이 좀 맹글어주쇼
3.0,극초반 레트로 감성과 미쟝센에 흠뻑 젖다가 이후로 지속되는 고구마와 갑자기 분위기 법정영화
3.0,남자 배우는 불륜 논란 있어서 그냥 꽃처럼 미모만 관람했고 ‘나’ 역 배우의 연기는 적절했다 뮤지컬 래배카의 래배카 노래가 너머 좋다
2.0,"영화의 분위기 그리고 영상미는 정말 환상적이지만 스릴은 1도 느끼기 어려운 전개와 캐릭터들이 밋밋한 느낌이라 영화가 끝났는데도 읭?스럽다 ,,,, 원작을 보지 않았음에도 이정도로 재미가 없다니 ㅠㅠ 예고편보고 기대했는데 역시 넷플릭스 영화는 까보면 그냥저냥한거 밖에 없는듯ㅋㅋㅋㅋㅋ...
//여주캐릭터가 뭐라해야할까?? 해맑은데 눈치 없는듯한 느낌이라고 해야하나 뭔가 어딘지 모르게 어색한 느낌이 나는데 이 영화랑 그다지 잘 맞는 느낌이 아니였음... 릴리 제임스 예전 작품은 진짜 재밌게 봤는데 여기서는 왜인지 잘 안 어울린다 기대했던 작품인데 너무 아쉬움 ..."
4.0,"레베카는 기대했던 영화 중 하나였다. 엄청 유명하다고도 했고 미스테리여서 흥미로울 것이라고 생각했기 때문
그러나 뭔가 엥 갑자기 이런 긍정적인 분위기가 나온다고 ?! 이런 장면도 있었고 뭔가 놀라는 부분도 으악! 이 아니라 뻔해 이런 느낌이었다.
그래도 분위기나 색감은 좋았음"
3.0,"간만의 넷플릭스 띵작.
시대가 바뀌어도 변하지 않는 고전의 위대함.
릴리 제임스 매력 터짐."
3.0,1940년 심리극과 2020년 치정극 사이의 차이.
3.0,"왜 그런 거슬리는 사람들 있잖니
모두의 마음을 홀려버리는
남자, 여자, 아이들, 동물까지
우리 같은 한낱 인간들은 대적할 수조차 없지
-
정신 똑바로 차려!
밤새 이 방에 박혀서 한탄이나 할래
같이 내려가서 웃어넘기고 즐기는게 낫지 않겠어?"
2.0,여주가 아쉽다
2.5,"영상이랑 릴리제임스 말고는 볼 게 없음
아침 일일 연속극 클리셰 그대로 타고 감... 노잼"
3.0,"원작이 있는건 알았지만 ,
아름다운 몬테카를로 배경의 로맨스로 시작했다가
급 스릴러물로 마무리 무엇 ... 😑😑
히치콕 원작이 이랬던가

갑자기 집사의 집착적이고 광기가 나오는 부분도
살짝 공감이 안감 ..."
2.0,"질투와 열등감에 내가 다 숨막힘
2020.10.25 넷플 혼영"
2.5,심하게 이도 저도 아닌
2.5,머냐...밋밋함의 극치는...먼가 나올줄 기다리면 큰 오산....ㄷㄷㄷ
3.0,어제 맨덜리에 있었다는 영화는 레베카의 R조차 제대로 보여주지 못한다
3.0,장면마다 스며있는 음습한 이 기운 바로 히치콕의 긴 그림자
3.0,그냥 예쁘기만 한 풍경화
3.0,냄새만 그럴싸한 음식 같음. 정작 중요한 걸 보여주지 않는다. 별점 3개는 멋진 배경과 주연 배우들에게 준다.
3.5,"원작을 이미 봐버려서,, 별세개"
1.5,"히치콕 버전이 레베카를 주인공으로 내세웠다면, 2020년 버전은 새로운 드 윈터 부인 이히와 댄버스 부인을 그 자리에 앉혔다.

기존의 캐릭터 성을 유지한 댄버스 부인과 달리 야망 있는 캐릭터로 바뀐 이히의 분량이 늘어난 것까진 괜찮았으나, 긴장감 있는 분위기 연출은 제대로 이뤄지지 않아 아쉬웠다."
2.5,"스토리, 캐릭터, 서스펜스 뭐 하나 살리지 못했는데 굳이 다시 만든 이유를 모르겠다.."
2.5,"무슨 자신감으로 리메이크한다고 했을까
극의 큰 부분을 차지하는 댄버스 부인이 중심이 되지 못하고 드윈터부인을 따라 이리저리 흔들리다 끝난다

.
.
.
.

심지어 레베카의 배신을 알게 되고 배신감에 분노하는 부분이 결인데 그걸 빼버리니 바람빠진 풍선처럼 엔딩에 힘이 없다"
3.0,감히 드 윈터 부인의 자리를 차지하려 했으니까…!
3.0,"감상순서는 원작 소설 -> 히치콕 버전 -> 네플릭스 순이며, 만족도도 그 순서대로이다. 영화는 히치콕의 버전을 거의 답습하고 있고 (사실 감상한 지 오래되어 기억으로만) 여주의 매력이 크게 돋보이지 않았다. 히치콕 감상에서고 서술하였지만, 디시 언급하자면 이 영화의 핵심이 마지막 반전에 있기에 두 편의 작품으로 이미 알고 있는 관객들에게 어떻게 다가가야 할 지 고민이 컸을 것으로 짐작된다."
3.5,"1940년 버전보다 좋은 점이라면 몬테카를로와 콘월, 맨덜리의 아름다운 풍경을 컬러로 볼 수 있다는 것, (1935년도 상품 카탈로그가 새 것처럼 보이는 것을 보면) 시대적 배경은 1940년 영화와 같은 것 같지만 지금의 감성에 맞게 인물의 성격과 감정선을 각색해 더 보기 편한 것(더 평등해 보이는 드 윈터 부부나 더 소탈해진 시누이 비어트리스 등), 크리스틴 스콧 스미스의 댄버스가 더 우아하고 여유 있는 느낌이라는 것. 하지만 전반적으로 햇살 가득한 장면들이 더 많고 모든 것을 명확히 보여주려 하니, 1940년 영화의 안개 가득한 풍경, 드러나지 않는 것들이 자아내는 신비감이 다 걷혀버렸다."
3.0,"망령과 싸우는 열등감 많은 여자의 이야기인줄 알았는데

뒤틀린 애정의 집사의 이야기였다니

나름 반전도 있고 재밌었다"
2.0,노래 나올줄알았음.... 좀 심심함 보기는 좋음
3.5,뮤지컬 요소 빠지니까 그냥 k아침드라마
3.0,스포일러가 있어요!! 보기
4.0,뮤지컬로 봐
0.5,그녀가 남긴 것들과의 전쟁
2.0,"감독에게 레베카란 로맨스 소설인가? 전체적인 분위기가 뭔 미국 하이틴 영환줄 알았다. 여기 0점 못주나요?
이 영화를 레베카라고 이름 붙인 것이 모리에와 히치콕에게 실례다. 이 영화로 레베카라는 작품을 처음 접할 사람들에게 해명하고 다니고 싶을 정도… 너무 슬프다… 레베카는 이런 작품이 아닙니다…"
2.5,"히치콕의 레베카가 1940년 작품이기 때문에 흑백이고, 화려한 풍광/풍경 등을 담아내지 못할 수밖에 없긴 한데 뭔가 그것에만 치중한 느낌. 채도를 아주 높이고 풍광과 조경과 인테리어를 담아내느라 바쁘다. 내용이나 좀 더 담지...

이건 제목을 레베카가 아니라 댄버스 부인이라고 해야 했던 거 아닌가 싶은 묘사와 내용 전개. 그녀가 너무 중요하고 너무 중심에 서있다. 레베카를 드러내주는 매개 정도였어야 하는데.
원래 이 영화에 나온 남주 여주 배우 둘의 외모를 좋아하는데(남배는 오직 외모만) 그럼에도 그들의 외모가 여기에 어울리진 않았다고 본다...

영화 초반 어딘가에 나왔던 선인장 나무가 아름다웠다... 이런 것만 남았다."
3.5,"드라마적 표현은 좋았지만 레베카의 존재감이 엄청났던 히치콕 작품에 비해 레베카는 물론이고 저택과 댄버스부인이 주는 압박감도, 긴장감도 부족해서 그냥 평범한 로맨스영화가 되버렸다."
1.5,"??? : 알겠어 알겠어 전여친 안물어보면 되잖아

+눈호강"
2.0,ㅠㅠ
3.5,스포일러가 있어요!! 보기
3.0,미술이 다 했네.
1.5,"뜨뜻미지근
.

하
아미해머...🤦"
3.0,"긴장감이 생명인 영화인데 조명부터가 너무 따뜻해서 평범한 로맨스영화 같다. 소리가 없었다면 호러물이라고 생각 못했을듯.
+아미 해머 때문에 자꾸 남편이 모든 일의 원흉이고 범인이고... 그런줄 알았음"
3.5,"시청자에게 캐릭터들을 납득시키는 데에 실패함.
리메이크가 히치콕의 원작 완성도에 한참 못 미치니 리메이크의 의미를 찾기 힘들다.

원작 조안 폰테인에서 느껴지는 아름다움이 없는 여주인공에게 맥심이 왜 빠져드는지 납득이 안되고
원작 로렌스 올리비에가 보여준 처음부터의 히스테리컬함이 없는 맥심은 로맨틱하다가 갑자기 성질을 부려 맥락의 견고함이 떨어지는 등 주조연 캐릭터들이 둥둥 떠다닌다.

메가로돈2 영화감독에게 감히 히치콕 원작의 심리물을 맡긴 제작자의 맥락없는 용기부터가 시발점이지 않았을까"
4.0,6.0점
3.5,눈이 즐거움
1.0,"조금 더 '나'의 시선으로 바라볼 수 있었다. 뮤지컬로 여러 번 보며 맥심을 사랑하는, 나를 사랑하게 되었기에 흥미롭게 봤다. 일단 의상이 너무 이쁘네.."
4.0,원작 재해석의 실패한 사례로 대학 논문에 올려도 될 듯.
3.5,"뮤지컬 보고 찾아본 영화
일단 맥스의 외모에 별 만점..❤️
히치콕의 버젼이 너무 기대된다"
2.0,"1935의 무도회는 이런 느낌이구나
인테리어외.패션에 는이.갔던 작품"
3.0,새삼 히치콕이 대단하다고 느끼게 하는 아쉬운 리메이크 영화
3.5,제 2의 레베카?
3.5,흑백 고전 리메이크작들은 선명함과 적나라함 중간에 선 초조함이 있다. 후자가 아쉬워도 전자를 잘 즐긴다면 충분히 영화는 볼 만하다.
3.0,뮤지컬 보고 본 건데 뮤지컬과는 달리 여주인공이 뭔가 모르게 좀 비호감이다. 하지만 영상미는 좋음.
2.5,스포일러가 있어요!! 보기
3.5,진행이 빠른 건 좋은데 원작을 이렇게까지 바꿔놓을 줄은 몰랐다.
2.0,나름 괜찮은 리메이크 작.
3.5,불같은 사랑을 이해해주기엔 난 세상을 너무 알아버렸네
2.5,"1. 릴리 제임스가 굉장히 예쁩니다.
2. 연기가 약간 고전적인 느낌인데 오히려 좋습니다.
3. 장르가 다양하게 변주하는데 오히려 좋습니다."
2.0,옥댄버나 또 보고싶다
3.5,"육체보다 더 큰 이름, 집착과 회피가 끊임없이 정신을 옥죈다."
3.5,히치콕의 고전 영화에서 많은 부분을 오마쥬하였다. 완전 새롭게 만든 ‘레베카’라기보다는 이 영화가 지금 시대의 기술로 연출되었다면 어땠을까 하는 상상을 내 기준에선 훌륭히 영출한 것 같다. 특히 훨씬 더 화려하고 스펙타클하게 보여질 수 있는 장면들이 많은 시놉인데도 불구하고 적당히 강약조절을 한 장면들을 보면서 감독 역시 고전 작품의 팬임을 알 수 있었다.
2.0,"히치콕의 레베카도 안봤고
뮤지컬 레베카도 안봐서
비교가 불가능하지만 재밌었다!
댄버스 부인 가스라이팅 잘한다

릴리제임스 존예 아미해머 멋짐ㅋ"
2.5,새로 만들었는데 새로운 게 없다
2.0,뭐든 애매한 영화
2.5,댄버스 부인 나올때 갑자기 전주랑 같이 넘버 나와야할거같앗음..
3.0,약간 졸린
2.0,내 맘 내리치는 망치오빠
2.5,아니 고작 이거 하려고 초반부터 그렇게 요란법석 떨었나?!
0.5,어째 남주가 역할에 비해 과하게 매력적으로 느껴졌는데 콜바넴 그 분이었구나...그래서..(끄덕)
2.5,어우...
3.0,초중반의 공포스러운 분위기에 이끌려 끝까지 봤지만..  그에 못 미치는 김빠지는 후반부
