평점,리뷰
3.5,라스트 오브 어스2에서 느낀 그 기분 더러움.
4.0,모솔남 아서의 슬픈 연애이야기
2.0,다른거 다 떠나서 뮤지컬 영화 라면서 기억에 남는 넘버가 하나도 없다…
3.0,담배를 너무 맛있게 펴 .. ㅠㅠ
2.5,스포일러가 있어요!! 보기
1.5,스포일러가 있어요!! 보기
3.5,"영화가 전작의 모든 미학적 회피를 음악으로 부풀려 다시 한 번 회피하려 한 끝에 견디지 못하고 수정주의적인 자멸을 맞이했다.

PS) 영화 자신이 사유하기로 던져놓은 어젠다를 다시 영화 스스로 회피할 거라면 대체 영화를 왜 만드는 건가."
3.5,"아서로 살지 마라.
조커로 죽는 거다."
3.5,노래로 겨루는 누가누가 세계 최강 정병인가
4.0,대다수가 아니라고 말할 땐 다 그만한 이유가 있다.
3.5,"모든 광기는 빠져나오는 순간 환상일 뿐,
결국 기다리는 것은 책임 져야하는 현실이라는 존재."
4.5,완성된 분장이 느린 하모니로 전염되어 지워진다. 가치가 부정당하면 그가 더욱 그리워진다.
3.0,"80년대 록스타가 앨범 마지막 트랙으로 실은 건전가요 같다.

아서 이즈 어프레이드. 토드 이즈 쫄."
4.0,"우리가 보고 싶어했던 것이 무엇인가를 되짚어보게 하는 무거운 물음.
극중 사회에서도 실제 관객 평에서도 한 인간으로서의 아서 플렉이 외면받는다는 점에서 느껴지는 씁쓸한 블랙 코미디.

아서 플렉이란 인물을 있는 그대로 바라볼 수 있는 순간 비로소 고담시의 문제에 대해서 찬찬히 뜯어볼 수 있고, 비로소 잊고 있었던 인간다움이 무엇일지에 대해 생각해볼 수 있지만, 조커에게 분노하거나 환호하는 이분법에 사로잡혀 아무도 아서 플렉을 보지 못한다."
3.0,현실에서 완성되지 못한 환상 속의 너
3.0,"초연해지는 사랑도
감연해지는 유명세도
꺾지 못하는
자신이 되고자하는
의지"
2.0,"전작의 모든 걸 비웃는 속편.
조커는 없었다,
그저 조커라고 대중과 심지어
자신조차 속이고 있었을뿐이다."
3.0,"노래가 끝나고 난 뒤 다시 벌거 벗은 나를 마주했을 때 밀려오는 고독감. 환상은 달콤하지만 언제든 나에게 총을 겨눈다.

조커2가 대체 왜 뮤지컬 장르일까 궁금했는데 아서의 환상을 뮤지컬로 풀어내다니. 환상의 중심에 있는 가가는 최고의 캐스팅이었고 호아킨 피닉스의 연기는 등장씬 부터 경이롭다."
3.5,정병이 되 ..
4.0,소포모어 징크스의 숱한 사례 중 하나로 기억될 듯
3.5,스포일러가 있어요!! 보기
1.5,"망상과 환상에 취했던, 애절함과 비통, 그리고 슬픔을 감추기 위해 환한 미소 뒤에 숨어 있었던 “아서 플랙”의 이야기"
2.0,처음으로의 돌이킬 수 없는 역재생
4.5,아서 플렉과 조커 사이에서 아서 플렉을 선택하며 장엄하게 이야기를 끝낸다
3.5,재미없어서 미치려고 할 때 재미있게 하고 재미있어서 미치려고 할 때 재미없게 만드는 어처구니없는 영화. 호아퀸이 없었으면 0.5점짜리
1.5,애초에 나오지 않는게 좋았을 속편
3.0,스포일러가 있어요!! 보기
2.5,"순환과 회기를 역설의 미학으로 다루며 끝내 1편의 이야기를 온전한이야기로 만들어낸다
마치 처음부터 2부작이었던것같은 착각마저 든다"
4.0,"이렇게 행복한 너를 기대하지 않았어.
밝기조절 실패.

조커는 뮤지컬 영화로 만들지 말았어야했어요.
그래도 호아킨의 연기는 좋았습니다."
3.0,감독은 빌런을 완성시키길 두려워하고있다
3.0,허물을 벗은 아서는 성체가 아닌 나체였다
2.0,선민의식과 작가주의가 만나 낳은 똥
5.0,분장 뒤 나를 좋아해 주는 한 사람이 필요했을 뿐.
4.0,"전작의 그림자에 벗어나려 하지만, 결국 그림자가 없으니 영화 그 자체의 길을 잃는다. 주인공이 가지고 있는 정신 질환을 표현하려 했다면 만점자리 영화일 것이다. 그만큼 영화 자체로 두서없이 주절대기만 한다.

영화는 영화 밖의 현실을 무대로 구성했다. 주인공은 자신이 쏟아낸 분노가 아닌 자신의 이야기에 집중하길 원한다. 하지만 관객은 아직까지도 주인공의 그림자에만 환호한다. ‘나’는 ‘조커’가 아니라고 울며 호소하는 순간에, 그를 추앙하거나 그를 더 이상 사랑하지 않는 관중들의 모습을 비춘다. 전작의 영화가 개봉한 후에 많은 논란을 야기한 사회적 모습을 단편적으로 반영하고 있다.

그가 ‘무엇’을 대표하고 있어 부정의 아이콘이던 긍정의 아이콘이 되었던 간에 우리 모두 그가 쓰고있는 가면에만 집중하고 있다. 그가 어떤 사람이었는지는 아무도 관심이 없다. 감독은 이 부분에 대해 이야기하고 싶어 한다.

영화가 지향하는 목표점을 분명히 보았으나 설득의 과정이 친절하지 않아 쉽사리 이해하기는 어렵다. 가면 속에 있는 존재에 대해 이야기하고자 했다면 지금보다 더 ‘아서’라는 인물에 깊이 호소했어야 했다. 분위기 잡는 음악으로는 쉽게 설명해서는 안된다는 이야기다. 이 모든 반응까지 끌어내려 했다면 감독은 대단한 인물이다.

그럼에도 전작의 영광을 이어받은 부분은 존재한다. 영혼을 끌어담은 영상미와 아서 플렉 그 자체를 보여준 호아킨 피닉스의 연기가 너무 완벽했기에 아쉬움은 배가 된다. 개인적으로 올해 가장 아쉬운 영화이지 않을까."
0.5,"영화는 관객이 아서를 외면 했다고 말하고 싶어하는데,
나는 영화가 아서를 외면 했다고 생각한다."
3.5,"기억나는 장면도 없고 기억나는 노래도 없고...
망상 원툴도 이젠 지겹다"
3.5,"숨을 쉴 수 없을 정도로 지독하고, 우울하고, 기괴하다."
2.5,젖은 성냥처럼 더 이상 불이 붙지 않았다
1.5,"조커: 보면 안 되

조커 1편 재개봉하면 그걸 차라리 한번 더 보세요. 진짜 별 0.5개도 아까운 망작."
0.5,"Alone again, naturally."
1.0,I wanna see really you joker
3.0,"마지막 노래는 멈춰 주길 바래
인간극장 조커편"
3.0,"이 영화는 존재 자체가 불필요하게 느껴지며, 아서가 원래 모습으로 되돌아가고, 랜덤한 뮤지컬 장면들이 스토리보다 레이디 가가와 호아킨 피닉스의 노래 실력을 과시하는 데 집중되어 할리 퀸 캐릭터를 단조롭게 만들고, 결말은 이 속편과 전편 모두를 약화시키며 토드 필립스의 창의적 선택들이 당혹스럽게 느껴지게 만든다."
2.5,스포일러가 있어요!! 보기
3.0,"재미도 없고 의미도 없고...
그 놈의 노래와 매력 없는 캐릭터 쇼
조커1에 X칠 제대로"
3.0,스포일러가 있어요!! 보기
4.5,스포일러가 있어요!! 보기
2.5,아 리클라이너관에서 볼 걸 그럼 좀 더 개운했을텐데
3.0,"이건 상영관 말고 교도소에 틀어야 할 듯 잘 만들고 못 만들고를 떠나서 이럴 거면 조커 타이틀 좀 떼라 원하지 않는 조커를 내밀곤 조커라고 외치면 누가 반겨줌 우린 조커의 과거사, 내면 이런 걸 바라고 조커를 보지 않는다고요 차라리 영화 제목을 그냥 아서 플렉으로 하지 수작이어서 더 빡침 영화 잘 만드네 개짜증나게"
3.5,"감독의 의도를 완벽하게 반영한 부제, 이를 받아들이기에는 매우 높은 장벽"
3.0,"<조커2>는 뮤지컬이 아닙니다. 뮤지컬은 무성영화가 유성영화가 되면서, 흑백 화면이 컬러로 되면서 소리와 색감을 극대화시키기 위한 20세기 문화와 기술의 총집합체입니다. 신이 나고 화려합니다. 헐리우드 황금기를 상징하기도 합니다. 미국 산업의 전성기 산물이기도 합니다. ‘오즈의 마법사’에서 도로시는 토네이도에 휩쓸려 집과 함께 날아갑니다. 문을 열자 총천연색 세상에 들어갑니다. ‘테크니컬러’에 들어옵니다. 당시 뮤지컬 영화는 소리와 영상 기술 피피엘에 가까웠습니다. <조커2>는 더 이상 최신 기술을 선전할 필요가 없습니다.

노래와 춤에도 불구하고 필립스는 '조커: 폴리 아 듀'에 뮤지컬로 분류하는 것에 대해 고민합니다. “영화에 나오는 대부분의 음악은 사실 대사에 불과합니다.""라고 필립스는 말합니다. “아서가 하고 싶은 말을 할 말이 없어서 대신 노래를 부르는 것뿐입니다.” 필립스는 아직 이 영화를 제대로 분류하는 방법을 찾지 못했습니다. “사람들이 'In the Heights'에서 잡화점의 여인이 노래를 부르기 시작하면 거리로 나와 경찰이 춤을 추는 것처럼 생각하지 않았으면 좋겠어요.""라고 말하며 대부분의 뮤지컬 넘버는 아서와 리의 뒤틀린 상상력 속에 존재한다고 지적합니다. (버라이어티)

오히려 반대입니다. <조커2>는 뮤지컬을 도구화 시킵니다. 아서 플렉의 환타지를 현실로 바꾸는 도구로 활용합니다. 마치 <라라랜드>가 뮤지컬과 재즈 음악을 ‘(이루지 못할) 꿈의 나라’에 가둬둔 것 처럼요. 아서 플렉은 노래를 부르면 조커가 됩니다. 아서는 아캄 정신병원에 있기 때문에 조커가 될 수 없습니다. 광대 메이크업도 없고 핏빛 수트도 없기 때문입니다. 아서는 노래와 춤으로 조커가 됩니다.

<조커2>가 뮤지컬이 아니라면 어떤 영화에 가까울까요. <조커1>이 <택시 드라이버>에 가까웠다면 이번 속편은 어떤 영화에 가까울까요. 이번에도 마틴 스콜세지 영화일까요. 실제로 마틴 스콜세지는 <조커>를 직접 만들 생각도 했어요.

“이 영화를 아주 잘 알고 있습니다.""라고 스콜세지는 BBC와의 인터뷰에서 ‘조커’에 대해 말했습니다. “[토드 필립스 감독을] 아주 잘 알고 있습니다. 제 프로듀서인 엠마 틸링거 코스코프가 제작했습니다. 지난 4년 동안 많은 고민을 했지만 시간이 없다고 판단했습니다. 개인적인 이유 때문에 참여하지 않았어요. 하지만 대본을 아주 잘 알고 있었어요. 진정한 에너지와 호아킨이란 배우가 있죠. 대단한 작품이죠.” (인디와이어)

한때 조커의 연출을 고려했던 스콜세지는 토드 필립스의 머릿속에서 창작의 영역을 차지하고 있는 것처럼 보입니다. 이 영화의 재정적 성공과 영화를 둘러싼 분열적인 담론에도 불구하고 속편을 위해 스콜세지를 놓을 수 없는 듯합니다. <택시 드라이버>에서 영감을 받은 필립스의 후속작은 뮤지컬이라는 고전적인 장르에 대한 전복적인 해석이 될 것입니다. 1970년대에 스콜세지는 택시 드라이버의 후속작으로 뮤지컬의 고전 장르를 전복적으로 재해석한 영화 <뉴욕, 뉴욕>을 선보였습니다. 1977년작인 이 영화는 스콜세지 감독의 대표작으로, 일반 팬들은 (스콜세지가) 뮤지컬을 연출한 적이 있다는 사실을 잘 모를 것입니다. 로버트 드 니로와 리자 미넬리가 운명적인 연인이 되는 두 야심찬 뮤지션으로 출연한 <뉴욕, 뉴욕>은 스콜세지의 대담한 실험이었습니다. 고전 MGM 뮤지컬에 대한 존경과 뉴 할리우드 감성을 결합했습니다. 프로덕션 디자인과 내러티브 범위는 진 켈리와 빈센트 미넬리의 작품을 연상시키지만, 영화는 <택시 드라이버>와 마찬가지로 사회에 대한 냉소적인 톤과 시각을 지니고 있습니다. (콜라이더)

""공유 정신병 또는 공유 망상 장애(SDD)로도 알려진 ‘폴리 아 듀Folie A Deux’(‘둘의 광기'라는 뜻의 프랑스어)는 망상적 믿음의 증상이 한 개인에서 다른 개인으로 '전염'되는 정신과적 증후군입니다.""

뮤지컬 아이디어는 호아킨 피닉스 꿈에서 나왔다고는 하나, 토드 필립스 조커 시리즈는 마틴 스콜세지에서 벗어나지 못하는 것처럼 보입니다. <조커2> 제목 ‘폴리-아-되’를 다시 보면 ‘조커-할리’의 관계는 ‘필립스-스콜세지’ 관계처럼 보이기도 합니다. ‘전염’이 속편의 테마라면 이런 오마쥬는 최고의 선택이 아닐까요. 뮤지컬이든 아니든. 존경을 담은 복원이든. 새로운 가치를 위한 전복이든.

공유 정신병은 아캄병원에도 골고루 퍼져 있습니다.

어찌 보면 아서/조커는 수감자1/수감자2로 분리해서 보여준 것 같아요. 합쳐진 자아를 다시 보기 좋게 나눈 거죠. 수감자1과 수감자2는 이름이 있는 쪽과 없는 쪽으로 구분됩니다. 이름이 없는 쪽이 '조커'라는 이름을 '다시' 얻습니다. 이름이 있는 두 분은 ... 그러고 보니 1편에서 머레이/조커 관계와 비슷하군요. 1편 엔딩에선 머레이, 2편에서 조커. 다시 생각하니 너무나 당연한 결말이었네요."
0.5,토드 필립스의 오답노트
3.5,조커 노래 않되..
3.0,스포일러가 있어요!! 보기
4.5,아서 이즈 어프레이드
3.0,"등산 동호회인줄
세상에 나오면 안되는 영화다"
3.5,"뜨겁게 타오르던 불, 차갑게 꺼진다"
1.5,감당하지 못할 만큼 비대해진 조커를 부수는 것 밖에 할 수 없었던 감독은 그 밑천을 뮤지컬로 감추었다
2.0,스포일러가 있어요!! 보기
4.0,"조커, 너 뭐 되?"
3.5,아서 플렉의 ‘나에게로 떠나는 여행’
4.5,스포일러가 있어요!! 보기
5.0,스포일러가 있어요!! 보기
4.0,"전작에서 완벽하게 구축한 조커의 서사, 캐릭터에 덧붙인 영화다? 조커2가 아니다? 뮤지컬 형식이다? 상대역이 레이디가가다? 뭔가 조커 전작과의 균형을 깬 분위기.

불행한 삶. 누구에게도 사랑받지 못한 아서는 조커로 범죄를 저질러 활약하고 지지와 추앙을 받아내 드디어 사랑이 왔다. 하지만 그 사랑은 아서가 아닌 조커를 향한 것. 아서는 조커로서의 삶을 뉘우친다. 이 급선회를 영화적으로 어떻게 표현할 것인가.

도입부의 애니매이션이 이 영화를 요약해 준다.  아서는 조커와 병립할 수 없구나.
뮤지컬영화지만 대부분의 노래는 관객의 귀를 즐겁게 하지도 익숙하지도 않다. 뮤지컬은 영화에서 공유정신병상태를 표현하는 수단이니까. 몇곡의 익숙한 멜로디가 반갑게 들릴 뿐.  조커로 리와 격정에 휩싸일때 그들의 상태가 어우러져 노래와 춤이 멋있었지만 아서의 감정이 변화되어 갈 수록 대사와 다름없어지는 노래. 아서로 리 앞에 섰으나 조커를 원하는 리. 이제는 노래로 교감이 안된다. 사랑을 말하고 노래하지 말고 말로 하라는 아서. 그런 아서를 조커가 아니라며 떠나는 리.
Bgm은 초반 조커로 활약할때 When the Saints go marching in , 추종자들이 조커를 태워가던 차에서 My life 정도.
아서로 불행한 삶을 살다 조커로 범죄를 저질러 추앙받으며 화려한 활약을 했지만 조커에 짓눌렸던 아서는 이제 조커를 부정하며 다시 아서로 일어선다. 사랑을 잃었으나 그는 당당하다.
대단한 성공을 만들었던 전작이 있었기에  다양한 목소리를 만드는 예술영화로 마무리 될 수 있게 되었으리라."
3.5,조커가 어디갔냐고 찾는 우리가 조커였다
1.5,"인간 '아서 플렉'에 연민을 느끼고 응원한다던 사람들도 결국은 '조커'에 열광하는 위선자들이었음을 증명하는 거대한 사회실험

이 영화는 전작을 두고 벌어진 수많은 사회적 논쟁을 두고 제시된 거대한 알레고리(은유,우화)이자 사회실험이라 생각한다.

사실 영화 초반부부터 대놓고 뉴스에선 아서 플렉 사건을 두고 만들어진 영화가 사회적으로 큰 논쟁을 일으키고 있으며 '리'(할리 퀸) 역시 이 영화를 이십번(실제로는 네다섯 번이지만) 봤다고 한다. 사실 감독 토드 필립스는 이때부터 모든 관객들, 평론가들이 자신의 전작을 어떻게 받아들였는지 알고 있으며 너희들을 갖고 놀아보겠다고 선언한 것이나 다름없다.

할리퀸은 조커 1편을 향한 무한한 지지를 보낸 팬들을 은유한 인물일 것이다. 아서가 아픈 인물일 뿐이라 주장하는 그의 변호사는 조커 1편을 긍정적으로 평가하되, 어디까지나 영화일 뿐이라 주장하는 평론가, 관객들일 것이며, 반대측의 검사 '하비 덴트'는 당연 조커 1편을 위험한 영화라 비난한 평론가, 관객들일 것이다.

---------스포일러---------

이렇게 판이 짜여진 이상, 1편을 본 모든 사람들은 감독의 손에 놀아날 수 밖에 없다. 재판 도중 나는 그냥 조커일 뿐이라고, 나를 병자 취급하지 말라고 번호사를 쫓아낼 때 그는 관객(정확히는 긍정적 평가를 내렸던 평론가들)을 한 번 배신한다. 이때 그의 팬들은 환호하고, 검사측 하비 덴트 역시 조커로 변장한 아서의 등장에 사회적 영향은 우려하면서도 그의 유죄는 확신한다.

하지만 얼마 지나지 않아 아서는 '나는 조커가 아니라 아서 플렉일 뿐이에요. 사회 탓을 하는 것도 지쳤어요' 라며 다시 나약한 모습을 보인다. 이 모습에 실망한 리(관객들)는 재판장을 떠난다. 당연히 논쟁의 여지가 없어진 아서의 재판은 만장일치로 유죄판결 난다. 하지만 그 순간 법정에선 폭탄테러가 발생하고 하비 덴트는 코믹스 속 모습처럼 얼굴의 반이 갈려버린 '투페이스'가 되고만다. 마치 '사회적 악영향'을 운운하며 1편을 저평가하던 평론가들을 향해 이번엔 같은 논리라면 내 영화를 저평가 할 수 없는, 이중적 잣대를 들이밀어야 할것이라 놀리듯이 말이다.

이처럼 감독 토드 필립스는 너희의 모든 반응을 예상했고 이렇게 놀려줄 것이라고 말하듯 시종일관 모든 사람들을 가지고 논다. 심지어 리를 향해 노래 좀 그만하라고 타박하는 아서의 대사까지 말이다...

뮤지컬 얘기가 나와서 말인데 레이디 가가의 연기는 물론 노래 실력은 두말할 것도 없이 끝내준다. 옛날에 잘 모를때는 독특한 패션을 선보이는 이상한 사람 정도로 생각했는데 요즘 영화계 활약을 보면 정말 감탄이 나온다. 호아킨 피닉스 역시 연기는 명불허전이고 노래 역시 상황에 잘 맞는 수준의 실력을 보였다고 생각한다.

노래를 왜 자꾸 부르는지 이해가 안된다는 평가도 있던데, 사실 노래=아서의 내면세계라는 아주 간단한 공식을 대입하면 그걸 이해했다면 여러분 역시 그와 비슷한 수준의 정신 질환을 겪고 있다는 것이기에... 하루 빨리 아캄 수용소에 들어가길 바란다.

--------더 쎈 스포--------

이름만 빌려왔을 뿐 DC팬들을 위한 영화는 아니라는 말도 있던데, 개인적으로는 그 사람이 진짜 DC팬이 아닐거라 생각한다. 우선 진짜 골수 꼰대 DC팬은 조커 1편을 싫어했어야 맞다. 조커는 과거를 알 수 없는 혼돈 그 자체, 범죄의 황제 등의 수식어를 달고 다니는데 1편의 조커는 그저 망상충 찌질이 약골이 어쩌다 지렁이 밟혀서 꿈틀거리듯 총을 쐈는데 주목을 좀 받았을 뿐이었기 때문이다. 이런 아서는 사실 진짜 조커가 아니었고 갑자기 튀어나온 죄수가 아서를 죽이고 자신의 입을 찢으며 진짜 조커로 각성하는 마지막 장면은 진정한 DC 팬들을 위한 서비스 장면이다. 심지어 투페이스 떡밥은 물론이고 더 큰 혼란에 빠진 고담을 보이며 배트맨 등장의 당위성까지. 현재 DC의 계획상 다른 세계관과의 연계는 힘들어보이지만 안될건 또 뭔가 싶어진다.

맷 리브스의 '더 배트맨' 세계관이 '고담시의 업보를 짊어진 배트맨' 느낌인데, 조커 1편에서 그려진 토마스 웨인의 어쩌면 부정적일지도 모르는 면모에 이어지는 더 배트맨 속 리들러의 폭로. 고담시 조커 폭동 현상에서 이어지는 새로운 '더 배트맨' 시간대의 조커, 여기에 '투페이스' 검사와 재판장은 '올빼미 법정' 크아악... DC팬 행복회로 풀가동 한다."
2.5,자신의 그림자만을 옹호한 자들을 위해 환상을 꿈꾸던 어리석은 광대의 쓸쓸한 독창
0.5,"👎🏻걱정했던 뮤지컬이라는 장르와의 완전한 이질감
👍🏻호아킨 피닉스의 최고의 흡입력 있는 연기
사랑에 빠진 인간미 있는 조커보다 트라우마에 잔인하고 무서운 조커가 그리워요"
4.0,지옥에서 온 라라랜드.
4.0,거울치료가 이렇게 무섭습니다
0.5,"연출의 오남용과 지루함, 그럼에도 훌룡한 연기,
아서 플렉보다 내가 더 혼란스럽다.
그가 아닌 조커를 보고싶었던 고담 시민으로 체험되는."
1.0,"별점 마이너스가 없는게 통탄스럽다…. 레이디가가가 크엑걸처럼 노래 시동 걸 때마다 감독을 머레이 프랭클린하고싶은 충동을 열 번쯤 참아냄…. 넘버 3곡 10분짜리 뮤지컬 단편으로 (할리퀸과의 만남 / 법정씬 / 엔딩) 만들 스토리를 2시간 20분으로 억지로 늘려가지고 졸음 참느라 힘들었다.
진부하기 짝이 없고 짜친 연출은 둘째치고 (담배키스, 유리창립스틱 씬에서 두 눈을 의심) 모두가 아는 조커&할리퀸의 러브스토리와 개찐따인셀 아서플렉의 내면이야기를 굳이 이렇게 다시 할 필요가 있나??? 그리고 응응 너네가 보고싶어하는 거 자극적인거 안보여줄거야~ 난 clown prince of crime 조커아니고 연약하고 상처받은 인간 아서플렉만 보여줄거야~ 하는 의도가 빤히 보여서 열받았다. 이래서 인셀한테 여자 주면 안된다는 교훈은 있지만서도… 휴먼드라마 하고싶으면 다른 오리지널 캐릭터로 만들라고여ㅠ BGM머신 그 이상 그 이하도 아닌 할리퀸의 사용도 개빡쳤고… 다크나이트는 감히 입에 담기도 황송하고 수스쿼 조커가 훨씬 낫다. 그리고 뉴조커 연기 너무못해 공감성수치;"
3.0,"-고전적 취향과 대담한 시도가 끄덕여지는 좋은 속편이다. 특히 5년 전 전작과 가장 다른 점은 현실과 상상의 세계를 오가는 인물들의 내면을 고스란히 보여주기 위한 장치로 뮤지컬 요소가 가미되었다는 것인데 이는 자연스러운 장면의 전환, 상황과 감정에 맞는 가사에 힘입어 도전적이면서도 납득하게 되는 특징이다. 전작과 바뀌지 않은 촬영, 편집, 음악 등 기술 스태프들은 이 빽빽하게 정교한 138분의 작품이 우리가 봐왔던 아서 플렉의 이야기가 여전히 맞다는 걸 내내 보여주고 들려준다.
⠀
-새로운 인물 '리 퀸젤'(레이디 가가)의 등장과 활용은 배우의 역량을 온전히 끌어내지는 못한 듯 보이지만 이는 한편으로 어디까지나 '아서 플렉'(와킨 피닉스)의 이야기임을 강조하기 위한 선택 같기도 하다. <조커: 폴리 아 되>에 쓰인 음악적 요소들은 노래의 멜로디나 퍼포먼스 등을 각인시키기보다는 마치 이들의 상상과 열망이 현실이 되기 어려운 허상인 것처럼 아름답다기보다 애처롭게 다가오도록 하는데, 고담 시티라는 공간적 배경이 주는 음울한 이미지에 아캄 호텔이 아닌 '아캄 어사일럼'이 덧입혀져 아서 플렉의 마르고 굽은 등과 그림자를 더욱 왜소하게 느껴지게 한다.
⠀
-전편보다 더 치열해진 인물 탐구와 정제된 기술적 토대 위에 <조커: 폴리 아 되>는 '조커'이기를 원하는 타인들의 기대와 여전히 그리고 어쩌면 처음부터 '아서'였던 아서의 낮과 밤을 교차해 가며 엄숙한 재판장도 능히 희극 무대로 만들어버린다. 한편으로 자신의 세계에 불을 질렀던 인물이 생각지도 못했던 세상의 관심 속에 혼란과 고뇌를 거듭하는 모습은 마치 예견된 것처럼 재판의 진행 과정 속에 녹아든다. 이 이야기는 언제부터 시작되고 있었던 것일까. 1980년대 초반인 영화의 배경이 자연스럽게 소셜미디어가 일상화된 2020년대를 관통한다."
3.5,스포일러가 있어요!! 보기
4.0,"내가 2시간 넘게 뭘 본건가

조커2: 수면제가 되"
3.5,할리퀸이 되다만 누구가와 조커의 라라랜드
4.5,"라라랜드랑 스타이즈 본을 너무나도 감명깊게 본 토드 필립스
근데 조명기법이 대박이었음"
3.5,조커 아니고 아서
3.5,"그가 현실로 돌아온 순간 불편한 감정을 느낀

나는 결국 광대를 원하는 가면 쓴 사람이었다."
3.5,가진건 환상뿐이었는데 당신이 그걸 놔버렸어
4.0,"날 따라다니는 그림자가 때로는 날 구속하고 옥죄이며 날 쫓아온다. 맹렬히.
남들이 원하는 내 모습이 때로는 날 구속하고 옥죄이며 날 쫓아온다. 맹렬히."
1.0,그리스인 조르바는 <그리스인 조르바>를 읽는 사람이 될 순 없다.
3.0,와킨 피닉스의 미친 연기로 관객들을 몰입시켜놓으면 어김없이 나오는 뮤지컬이 몰입을 깬다. 밀당의 귀재
3.5,다들 보고 싶어 하는 거나 보여 주지
2.0,스포일러가 있어요!! 보기
2.5,"재판관, 교도관 등 1편 다운 비도덕성이 제대로 보이기도 전에 심판해서 설득력이 부족했다.
19 장면부터 수감자 사랑 이야기까지 실패.
새 인물과 사랑 이야기가 실패했고, 100곡의 노래 때문에 아서 이야기는 보이지도 않았다.
제목에 조커를 붙여놓고 조커가 아닌 아서 이야기를 할 거면 설득이나 개연성을 보여주던가. 아니면 아서 이야기라도 잼있던가."
4.5,"‘아서’라는 인물에 대한 여운은 남지만,
여러모로 혼란스러웠던 영화."
2.5,"이래도 되나 싶을정도로 결이 다르게 질주한다
조커는 없고 찐조커는 열광하던 관객들"
4.0,"전편이 가져온 사회적파장에 대한 감독의 변명. '과몰입 ㄴ'는 관객이 할 말이지, 만든 감독이 해버리면 어떻게 하나. <다크나이트>의 배트맨은 고담시민을 믿고 희망을 찾으려 했지만 이 영화는 관객들의 자정작용을 믿지 않았고, 대중이 아서플렉에게 관심 가져주지 않는 것은 사회적약자에 관심없어서가 아닌 그저 이 영화가 그를 재미없게 연출했기 때문이다. 휴먼다큐멘터리 제작자들은 어이없어 할 일."
4.0,스포일러가 있어요!! 보기
3.0,스포일러가 있어요!! 보기
3.0,1의 과대평가점을 제대로 키워 단점으로 만들어버리다.
4.0,"전작을 부정하는 속편

호아킨 피닉스의 연기는 압도적이었고
뮤지컬 장면도 좋았다
엔딩도 인상깊었다"
4.0,"조커(라는 아우라)는 아서가 스스로 죽였고, 아서 본인도 무력하게 죽는다. 2019년작 '조커'에 대해서 온갖 말이 나왔는데, '조커: 폴리 아 되'는 당시에 나온 온갖 말들을 수납시킨 꼴이 되었다.

아, 조커라는 이름의 그 껍데기는 망령으로 계속 남아있겠지."
4.5,"최고의 재료로 만드는 맛없는 비빔밥
여러모로 아쉬움이 남는 연출이었다"
4.5,스포일러가 있어요!! 보기
3.0,스포일러가 있어요!! 보기
3.5,스포일러가 있어요!! 보기
3.5,"1편은 박한 현실에 대한 저항과 조커로 투영되는 대중의 불만에 귀를 기운다면, 2편은 목소리를 들었더니 그 내용의 비참한 현실을 그린다.
내가 원하는 것을 표현해 주면 열광하고, 그러하지 아니하면 욕먹고 버려지는 무자비한 시선에 대한 외침과 외면으로 비치는 현실이 현실을 비춘다.
‘조커’를 하나의 인물이 아닌 상징임을 받아들이지 못하는 사람은 이해하지 못할 것이다.
The film may not be what you expect of the infamous DC character, but this standalone interpretation of madness not for the one, but for the many has tones that embody the masses to a terrifying level."
1.0,스포일러가 있어요!! 보기
3.0,"조커로 사는 게 힘들어 아서야? 그게 힘들어?
.
.
.
.
.
엄마가, 과거의 기억들이, 랜들이, 지하철에 세 명의 bully들이, 토마스 웨인이, 머레이가, 사회가, 세상이 아서가 조커가 되도록 만들었다. 조커가 되는 건 계단을 내려오는 것처럼 쉽고 신나는 일이었다.

폴리 아 되에서도 이어진다. 이쯤 되면 아서는 조커가 되어야만 한다.

근데 하비 덴트가 아서를 low IQ라고 하니까 정말로 그렇게 되어버린 건지 임마가 갑자기 자기는 조커하기 싫다고 한다.

너 리가 딱지 떼줄 때 굳이굳이 화장시킨 거 기억 안 나니? 진짜 빡통대가리야?

아서가 조커를 담을 그릇이 안 되었던 소심한 병@신 인셀인 건 이제 알겠는데 나를 포함해서 1편을 좋게 본 사람들을 납득시키기엔 실패했다.

200분(1편 120분 + 폴리 아 되80분) 동안 쌓은 산을 그렇게 쉽게 무너뜨릴 수 있다고 생각했다면 오산이었다."
